"","PreK_Type","Borough","LocName","phone","address","Email","Website","lat","lon","zip","Seats","Length","Meal_Plan","Playspace","Extended_Day_Care","Priority"
"98","DOE","Brooklyn","P.S. 192 - The Magnet School For Math And Science Inquiry","718-633-3061","4715 18 Ave","lisaac@schools.nyc.gov","http://ps-is192.org/",40.6289888,-73.9798624,11204,46,"Full Day","Breakfast/Lunch/Snacks","Indoor/Outdoor (onsite) ","Contact agency","None"
"99","DOE","Brooklyn","P.S. 193 Gil Hodges","718-338-9011","2515 Ave L","TBackof@schools.nyc.gov","http://gilhodgesschool.wix.com/ps193",40.6218516,-73.9502828,11210,18,"Full Day","Breakfast/Lunch/Snacks","Indoor/Outdoor (onsite) ","Contact agency","None"
"100","DOE","Brooklyn","P.S. 194 Raoul Wallenberg","718-648-8804","3117 Ave W","mzissle@schools.nyc.gov","http://schools.nyc.gov/schoolportals/22/k194",40.5974043,-73.9340849,11229,36,"Full Day","Breakfast/Lunch","Indoor/Outdoor (onsite) ","Contact agency","None"
"101","DOE","Brooklyn","P.S. 195 Manhattan Beach","718-648-9102","131 Irwin St","btoomey@schools.nyc.gov","http://schools.nyc.gov/schoolportals/22/k195",40.580244,-73.9435918,11235,18,"Full Day","Breakfast/Lunch","Indoor","Contact agency","None"
"102","DOE","Brooklyn","P.S. 196 Ten Eyck","718-497-0139","207 Bushwick Ave","mrodriguez3@schools.nyc.gov","http://schools.nyc.gov/schoolportals/14/k196",40.7087808,-73.9395289,11206,46,"Full Day","Breakfast/Lunch/Snacks","Indoor/Outdoor (onsite) ","Contact agency","None"
"103","DOE","Brooklyn","P.S. 197 - The Kings Highway Academy","718-377-7890","1599 East 22 St","rnicole@schools.nyc.gov","http://schools.nyc.gov/schoolportals/22/k197",40.6125713,-73.9515546,11210,72,"Full Day","Breakfast/Lunch","Indoor/Outdoor (onsite) ","Contact agency","None"
"104","DOE","Brooklyn","P.S. 198 Brooklyn","718-282-4920","4105 Farragut Rd","jmorgan2@schools.nyc.gov","http://schools.nyc.gov/schoolportals/22/k198",40.6369655,-73.9370092,11210,36,"Full Day","Breakfast/Lunch","Indoor/Outdoor (onsite) ","Contact agency","None"
"105","DOE","Brooklyn","P.S. 199 Frederick Wachtel","718-339-1422","1100 Elm Ave","21k199@schools.nyc.gov","http://schools.nyc.gov/schoolportals/21/k199",40.6165667,-73.9631339,11230,36,"Full Day","Breakfast/Lunch","Indoor/Outdoor (onsite) ","Contact agency","None"
"106","DOE","Brooklyn","P.S. 200 Benson School","718-236-5466","1940 Benson Ave","jmuniz@schools.nyc.gov","http://schools.nyc.gov/schoolportals/20/k200",40.6029022,-74.0018256,11214,36,"Full Day","Breakfast/Lunch","Indoor","Contact agency","None"
"107","DOE","Brooklyn","P.S. 202 Ernest S Jenkyns","718-649-7880","982 Hegeman Ave","mspence6@schools.nyc.gov","http://schools.nyc.gov/schoolportals/19/k202",40.6662563,-73.8764047,11208,54,"Full Day","Breakfast/Lunch","Indoor/Outdoor (onsite) ","Contact agency","None"
"108","NYCEEC","Brooklyn","Bais Sarah School","718-871-7571","6101 16 Ave","baissarahupk@verizon.net","",40.623886,-73.992419,11204,60,"Full Day","Contact agency","Contact agency","Contact agency","None"
"109","DOE","Brooklyn","P.S. 203 Floyd Bennett School","718-241-8488","5101 Ave M","lesposi3@schools.nyc.gov","http://schools.nyc.gov/schoolportals/22/k203",40.621911,-73.9257232,11234,126,"Full Day","Breakfast/Lunch","Indoor/Outdoor (onsite) ","Contact agency","None"
"110","DOE","Brooklyn","P.S. 204 Vince Lombardi","718-236-2906","8101 15 Ave","jlogosso@schools.nyc.gov","http://schools.nyc.gov/schoolportals/20/k204",40.6136795,-74.0063557,11228,36,"Full Day","Contact agency","Contact agency","Contact agency","None"
"111","DOE","Brooklyn","P.S. 205 Clarion","718-236-2380","6701 20 Ave","bgrater@schools.nyc.gov","http://schools.nyc.gov/schoolportals/20/k205",40.6148257,-73.9869986,11204,54,"Full Day","Breakfast/Lunch","Indoor/Outdoor (onsite) ","Contact agency","None"
"112","DOE","Brooklyn","P.S. 206 Joseph F Lamb","718-743-5598","2200 Gravesend Nck Rd","jhom42@schools.nyc.gov","http://schools.nyc.gov/schoolportals/22/k206",40.5971351,-73.948515,11229,36,"Full Day","Breakfast/Lunch","Indoor/Outdoor (onsite) ","Contact agency","None"
"113","DOE","Brooklyn","P.S. 207 Elizabeth G Leary","718-645-8667","4011 Fillmore Ave","mbosco@schools.nyc.gov","http://schools.nyc.gov/schoolportals/22/k207",40.613779,-73.9303039,11234,36,"Full Day","Breakfast/Lunch","Indoor/Outdoor (onsite) ","Contact agency","None"
"114","DOE","Brooklyn","P.S. 208 Elsa Ebeling","718-629-1670","4801 Ave D","NRenville@schools.nyc.gov","http://schools.nyc.gov/schoolportals/18/k208",40.642701,-73.9309,11203,36,"Full Day","Breakfast/Lunch","Indoor/Outdoor (onsite) ","Contact agency","None"
"115","DOE","Brooklyn","P.S. 209 Margaret Mead","718-743-1954","2609 East 7 St","flocurc@schools.nyc.gov","http://schools.nyc.gov/schoolportals/21/k209",40.5867695,-73.9614784,11235,36,"Full Day","Breakfast/Lunch","Indoor/Outdoor (onsite) ","Contact agency","None"
"116","DOE","Brooklyn","P.S. 212 Lady Deborah Moody","718-266-4841","87 Bay 49 St","jmarsel@schools.nyc.gov","http://schools.nyc.gov/schoolportals/21/k212",40.5874946,-73.9856106,11214,54,"Full Day","Breakfast/Lunch","Indoor/Outdoor (onsite) ","Contact agency","None"
"117","DOE","Brooklyn","P.S. 213 New Lots","718-257-4034","580 Hegeman Ave","smoise2@schools.nyc.gov","http://schools.nyc.gov/schoolportals/19/k213",40.6600483,-73.8902194,11207,54,"Full Day","Breakfast/Lunch/Snacks","Indoor/Outdoor (onsite) ","Contact agency","None"
"118","DOE","Brooklyn","P.S. 214 Michael Friedsam","718-647-1740","2944 Pitkin Ave","SMahabi@schools.nyc.gov","http://schools.nyc.gov/schoolportals/19/k214",40.6763238,-73.8630617,11208,108,"Full Day","Breakfast/Lunch/Snacks","Indoor/Outdoor (onsite) ","Contact agency","None"
"119","DOE","Brooklyn","P.S. 215 Morris H Weiss","718-339-2464","415 Ave S","above@schools.nyc.gov","http://schools.nyc.gov/schoolportals/21/k215",40.6024654,-73.9700719,11223,54,"Full Day","Breakfast/Lunch","Indoor/Outdoor (onsite) ","Contact agency","None"
"120","DOE","Brooklyn","P.S. 216 Arturo Toscanini","718-645-2862","350 Ave X","DNeglia@schools.nyc.gov","http://schools.nyc.gov/schoolportals/21/k216",40.5901813,-73.9696613,11223,102,"Full Day","Breakfast/Lunch","Indoor/Outdoor (onsite) ","Contact agency","None"
"121","DOE","Brooklyn","P.S. 217 Colonel David Marcus School","718-434-6960","1100 Newkirk Ave","fconti@schools.nyc.gov","http://schools.nyc.gov/schoolportals/22/k217",40.633626,-73.9662726,11230,54,"Full Day","Breakfast/Lunch","Indoor","Contact agency","None"
"122","DOE","Brooklyn","P.S. 219 Kennedy - King","718-342-0493","1060 Clarkson Ave","wsmith4@schools.nyc.gov","http://schools.nyc.gov/schoolportals/18/k219",40.6589959,-73.9224849,11212,72,"Full Day","Breakfast/Lunch","Indoor/Outdoor (offsite)","Contact agency","None"
"123","DOE","Brooklyn","P.S. 221 Toussaint L'Ouverture","718-756-0122","791 Empire Blvd","cmoodie@schools.nyc.gov","http://schools.nyc.gov/schoolportals/17/k221",40.6639361,-73.9360597,11213,54,"Full Day","Breakfast/Lunch","Indoor/Outdoor (onsite) ","Contact agency","None"
"124","DOE","Brooklyn","P.S. 222 Katherine R Snyder","718-998-4298","3301 Quentin Rd","tolivie@schools.nyc.gov","http://schools.nyc.gov/schoolportals/22/k222",40.613814,-73.9389991,11234,36,"Full Day","Breakfast/Lunch","Indoor/Outdoor (onsite) ","Contact agency","None"
"125","DOE","Brooklyn","P.S. 224 Hale A Woodruff","718-235-3600","757 Wortman Ave","gandrews@schools.nyc.gov","http://schools.nyc.gov/schoolportals/19/k224",40.6646803,-73.8658509,11208,54,"Full Day","Breakfast/Lunch/Snacks","Indoor/Outdoor (onsite) ","Contact agency","None"
"126","DOE","Brooklyn","P.S. K225 - The Eileen E Zaglin","718-743-9793","1075 Ocean Vw Ave","MCosmai@schools.nyc.gov","http://schools.nyc.gov/schoolportals/21/k225",40.57981,-73.9560103,11235,66,"Full Day","Breakfast/Lunch/Snacks","Indoor/Outdoor (offsite)","Contact agency","None"
"127","DOE","Brooklyn","P.S. 226 Alfred De Bmason","718-234-4940","6006 23 Ave","stannen2@schools.nyc.gov","http://schools.nyc.gov/schoolportals/21/k226",40.615326,-73.9769444,11204,54,"Full Day","Breakfast/Lunch/Snacks","Outdoor (onsite)","Contact agency","None"
"128","DOE","Brooklyn","P.S. 229 Dyker","718-236-5447","1400 Benson Ave","rzappul@schools.nyc.gov","http://ps229.org",40.6105773,-74.0133005,11228,30,"Full Day","Breakfast/Lunch","Indoor/Outdoor (onsite) ","Contact agency","None"
"129","DOE","Brooklyn","P.S. 230 Doris L Cohen","718-437-6135","1 Albemarle Rd","mdellaragione@schools.nyc.gov","http://schools.nyc.gov/schoolportals/15/k230",40.6453183,-73.9802923,11218,72,"Full Day","Breakfast/Lunch/Snacks","Indoor/Outdoor (offsite)","Contact agency","None"
"130","DOE","Brooklyn","P.S. 233 Langston Hughes","718-346-8103","9301 Ave B","tallen10@schools.nyc.gov","http://ps233-k12-et.schoolloop.com",40.6514078,-73.9140211,11236,72,"Full Day","Breakfast/Lunch","Indoor/Outdoor (onsite) ","Contact agency","None"
"131","DOE","Brooklyn","P.S. 235 Lenox School","718-773-4869","525 Lenox Rd","llord@schools.nyc.gov","http://schools.nyc.gov/schoolportals/18/k235",40.655042,-73.9406764,11203,36,"Full Day","Breakfast/Lunch","Indoor/Outdoor (onsite) ","Contact agency","None"
"132","DOE","Brooklyn","P.S. 236 Mill Basin","718-444-6969","6302 Ave U","alabella@schools.nyc.gov","http://schools.nyc.gov/schoolportals/22/k236",40.6157564,-73.9123755,11234,54,"Full Day","Breakfast/Lunch","Indoor/Outdoor (onsite) ","Contact agency","None"
"133","DOE","Brooklyn","P.S. 238 Anne Sullivan","718-339-4355","1633 East 8 St","hmusoff@schools.nyc.gov","http://schools.nyc.gov/schoolportals/21/k238",40.6087872,-73.9645872,11223,102,"Full Day","Breakfast/Lunch/Snacks","Indoor/Outdoor (onsite) ","Contact agency","None"
"134","DOE","Brooklyn","P.S. 241 Emma L Johnston","718-636-4725","976 President St","flucius@schools.nyc.gov","http://schools.nyc.gov/schoolportals/17/k241",40.6688839,-73.9605414,11225,72,"Full Day","Breakfast/Lunch","Outdoor (onsite)","Contact agency","None"
"135","DOE","Brooklyn","P.S. 243k - The Weeksville School","718-604-6909","1580 Dean St","khambri@schools.nyc.gov","http://schools.nyc.gov/schoolportals/16/k243",40.6757324,-73.9350819,11213,36,"Full Day","Breakfast/Lunch","Indoor/Outdoor (onsite) ","Contact agency","None"
"136","DOE","Brooklyn","P.S. 244 Richard R Green","718-346-6240","5404 Tilden Ave","dedwards@schools.nyc.gov","http://schools.nyc.gov/schoolportals/18/k244",40.6479176,-73.9256023,11203,36,"Full Day","Breakfast/Lunch","Indoor","Contact agency","None"
"137","DOE","Brooklyn","P.S. 245","718-284-2330","249 East 17th St","ewillia14@schools.nyc.gov","http://schools.nyc.gov/schoolportals/22/k245",40.6448375,-73.962837,11226,18,"Full Day","Breakfast/Lunch","Indoor/Outdoor (onsite) ","Contact agency","None"
"138","DOE","Brooklyn","P.S. 247 Brooklyn","718-236-4205","7000 21 Ave","cogno@schools.nyc.gov","http://schools.nyc.gov/schoolportals/20/k247",40.6122494,-73.9872188,11204,18,"Full Day","Breakfast/Lunch","Indoor/Outdoor (onsite) ","Contact agency","None"
"139","DOE","Brooklyn","P.S. 249 The Caton","718-282-8828","18 Marlborough Rd","ebrown4@schools.nyc.gov","http://schools.nyc.gov/schoolportals/17/k249",40.6495549,-73.966506,11226,36,"Full Day","Contact agency","Contact agency","Contact agency","None"
"140","DOE","Brooklyn","P.S. 250 George H Lindsay","718-384-0889","108 Montrose Ave","nbarnes2@schools.nyc.gov","http://schools.nyc.gov/schoolportals/14/k250",40.7067404,-73.9456643,11206,36,"Full Day","Breakfast/Lunch","Outdoor (onsite)","Contact agency","None"
"141","DOE","Brooklyn","P.S. 251 Paerdegat","718-251-4110","1037 East 54 St","sboyer@schools.nyc.gov","http://schools.nyc.gov/schoolportals/22/k251",40.6313307,-73.9238402,11234,90,"Full Day","Breakfast/Lunch","Indoor/Outdoor (onsite) ","Contact agency","None"
"142","DOE","Brooklyn","P.S. 253","718-332-3331","601 Oceanview Ave","lsperon@schools.nyc.gov","http://schools.nyc.gov/schoolportals/21/k253",40.5800844,-73.9619463,11235,36,"Full Day","Breakfast/Lunch/Snacks","Indoor/Outdoor (onsite) ","Contact agency","None"
"143","DOE","Brooklyn","P.S. 254 Dag Hammarskjold","718-743-0890","1801 Ave Y","lalhono@schools.nyc.gov","http://schools.nyc.gov/schoolportals/22/k254",40.5909008,-73.9514896,11235,54,"Full Day","Breakfast/Lunch","Indoor/Outdoor (onsite) ","Contact agency","None"
"144","DOE","Brooklyn","P.S. 255 Barbara Reing School","718-376-8494","1866 East 17 St","22k255@schools.nyc.gov","http://ps255.org",40.6044665,-73.9560036,11229,46,"Full Day","Breakfast/Lunch","Indoor/Outdoor (onsite) ","Contact agency","None"
"145","DOE","Brooklyn","P.S. 256 Benjamin Banneker","718-857-9820","114 Kosciusko St","shemphi@schools.nyc.gov","http://schools.nyc.gov/schoolportals/13/k256",40.6904818,-73.9497101,11216,18,"Full Day","Breakfast/Lunch","Indoor/Outdoor (onsite) ","Contact agency","None"
"146","DOE","Brooklyn","P.S. 257 John F Hylan","718-384-7128","60 Cook St","bjusino@schools.nyc.gov","http://schools.nyc.gov/schoolportals/14/k257",40.7028051,-73.9414858,11206,64,"Full Day","Breakfast/Lunch","Indoor/Outdoor (onsite) ","Contact agency","None"
"147","DOE","Brooklyn","P.S. 261 Philip Livingston","718-330-9275","314 Pacific St","zmills@schools.nyc.gov","http://schools.nyc.gov/schoolportals/15/k261",40.6871212,-73.9883653,11201,36,"Full Day","Breakfast/Lunch","Indoor/Outdoor (onsite) ","Contact agency","None"
"148","DOE","Brooklyn","P.S. 262 El Hajj Malik El Shabazz Elementary School","718-453-0780","500 Macon St","igarner@schools.nyc.gov","http://ps262.org/home.aspx",40.6830549,-73.9299591,11233,18,"Full Day","Breakfast/Lunch/Snacks","Indoor/Outdoor (onsite) ","Offered","None"
"149","DOE","Brooklyn","P.S. 268 Emma Lazarus","718-773-5332","133 East 53 St","VKirton@schools.nyc.gov","http://schools.nyc.gov/schoolportals/18/k268",40.6573244,-73.927558,11203,36,"Full Day","Breakfast/Lunch/Snacks","Indoor","Contact agency","None"
"150","DOE","Brooklyn","P.S. 269 Nostrand","718-941-2800","1957 Nostrand Ave","jpagan22@schools.nyc.gov","http://schools.nyc.gov/schoolportals/22/k269",40.6376173,-73.9476627,11210,36,"Full Day","Breakfast/Lunch/Snacks","Indoor/Outdoor (offsite)","Contact agency","None"
"151","DOE","Brooklyn","P.S. 270 Johann Dekalb","718-623-5280","241 Emerson Pl","sneely@schools.nyc.gov","http://schools.nyc.gov/schoolportals/13/k270",40.6896262,-73.9610938,11205,54,"Full Day","Breakfast/Lunch","Indoor/Outdoor (onsite) ","Contact agency","None"
"152","DOE","Brooklyn","P.S. 272 Curtis Estabrook","718-241-1300","101 - 24 Seaview Ave","hpinckney@schools.nyc.gov","http://schools.nyc.gov/schoolportals/18/k272",40.63642,-73.8855132,11236,64,"Full Day","Breakfast/Lunch","Indoor/Outdoor (onsite) ","Offered","None"
"153","DOE","Brooklyn","P.S. 273 Wortman","718-649-5739","923 Jerome St","mavery@schools.nyc.gov","http://schools.nyc.gov/schoolportals/19/k273",40.6578674,-73.8792887,11207,36,"Full Day","Breakfast/Lunch","Indoor/Outdoor (onsite) ","Contact agency","None"
"154","DOE","Brooklyn","P.S. 274 Kosciusko","718-574-0273","800 Bushwick Ave","mollivi@schools.nyc.gov","http://schools.nyc.gov/schoolportals/32/k274",40.694186,-73.928157,11221,54,"Full Day","Breakfast/Lunch/Snacks","Indoor/Outdoor (onsite) ","Contact agency","None"
"155","DOE","Brooklyn","P.S. 276 Louis Marshall","718-241-5757","1070 East 83 St","yfideli@schools.nyc.gov","http://schools.nyc.gov/schoolportals/18/k276",40.6339548,-73.9082542,11236,144,"Full Day","Breakfast/Lunch","Indoor/Outdoor (onsite) ","Contact agency","None"
"156","DOE","Brooklyn","P.S. 277 Gerritsen Beach","718-743-6689","2529 Gerritsen Ave","jfish3@schools.nyc.gov","http://schools.nyc.gov/schoolportals/22/k277",40.5958779,-73.9279629,11229,18,"Full Day","Breakfast/Lunch","Outdoor (onsite)","Contact agency","None"
"157","DOE","Brooklyn","P.S. 279 Herman Schreiber","718-444-4316","1070 East 104 St","trawleigh@schools.nyc.gov","http://schools.nyc.gov/schoolportals/18/k279",40.6440444,-73.8927372,11236,72,"Full Day","Breakfast/Lunch","Indoor/Outdoor (onsite) ","Contact agency","None"
"158","DOE","Brooklyn","Pre - K Center At Bishop Ford School Site","718-965-1190","500 19th St","mseide2@schools.nyc.gov","http://ps10.org",40.656204,-73.982638,11215,488,"Full Day","Breakfast/Lunch","Indoor/Outdoor (offsite)","Offered","None"
"159","DOE","Brooklyn","P.S. 282 Park Slope","718-622-1626","180 6 Ave","RHoke2@schools.nyc.gov","http://schools.nyc.gov/schoolportals/13/k282",40.676626,-73.9777835,11217,90,"Full Day","Breakfast/Lunch","Outdoor (onsite)","Contact agency","None"
"160","DOE","Brooklyn","P.S. 284 Lew Wallace","718-495-7791","213 Osborn St","jsanders2@schools.nyc.gov","http://schools.nyc.gov/schoolportals/23/k284",40.6669338,-73.9076104,11212,18,"Full Day","Breakfast/Lunch/Snacks","Indoor/Outdoor (onsite) ","Contact agency","None"
"161","DOE","Brooklyn","P.S. 287 Bailey K Ashford","718-834-4745","50 Navy St","jfrancois5@schools.nyc.gov","http://schools.nyc.gov/schoolportals/13/k287",40.6978606,-73.9810466,11201,54,"Full Day","Breakfast/Lunch","Indoor/Outdoor (onsite) ","Contact agency","None"
"162","DOE","Brooklyn","P.S. 288 The Shirley Tanyhill","718-382-2100","2950 West 25 St","dlamber3@schools.nyc.gov","http://schools.nyc.gov/schoolportals/21/k288",40.5742699,-73.9924766,11224,36,"Full Day","Breakfast/Lunch","Indoor/Outdoor (onsite) ","Contact agency","None"
"163","NYCEEC","Brooklyn","Bais Tziporah","718-436-8336","1449 39th St","btmsm@aol.com","",40.6388,-73.982766,11218,27,"Full Day","Contact agency","Contact agency","Contact agency","None"
"164","DOE","Brooklyn","P.S. 289 George V Brower","718-493-3824","900 St Marks Ave","djeffer@schools.nyc.gov","http://schools.nyc.gov/schoolportals/17/k289",40.6742397,-73.9423997,11213,48,"Full Day","Breakfast/Lunch","Indoor/Outdoor (onsite) ","Contact agency","None"
"165","DOE","Brooklyn","P.S. 290 Juan Morel Campos","718-647-1113","135 Schenck Ave","wgeorge@schools.nyc.gov","http://schools.nyc.gov/schoolportals/19/k290",40.6779316,-73.8897626,11207,18,"Full Day","Breakfast/Lunch","Outdoor (onsite)","Contact agency","None"
"166","DOE","Brooklyn","P.S. 295","718-965-0390","330 18 St","lmazza2@schools.nyc.gov","http://schools.nyc.gov/schoolportals/15/k295",40.6609691,-73.9890182,11215,54,"Full Day","Breakfast/Lunch","Outdoor (offsite)","Contact agency","None"
"167","DOE","Brooklyn","P.S. 297 Abraham Stockton","718-388-4581","700 Park Ave","jbrown28@schools.nyc.gov","http://schools.nyc.gov/schoolportals/14/k297",40.6974361,-73.947854,11206,18,"Full Day","Breakfast/Lunch","Indoor/Outdoor (offsite)","Contact agency","None"
"168","DOE","Brooklyn","P.S. 298 Dr. Betty Shabazz","718-495-7793","85 Watkins St","jdill2@schools.nyc.gov","http://schools.nyc.gov/schoolportals/23/k298",40.671012,-73.9077404,11212,46,"Full Day","Breakfast/Lunch/Snacks","Indoor/Outdoor (onsite) ","Contact agency","None"
"169","DOE","Brooklyn","P.S. 299 Thomas Warren Field","718-574-0301","88 Woodbine St","wkirk2@schools.nyc.gov","http://schools.nyc.gov/schoolportals/32/k299",40.6909968,-73.9178498,11221,36,"Full Day","Breakfast/Lunch","Indoor/Outdoor (onsite) ","Contact agency","None"
"170","DOE","Brooklyn","P.S. 305 Dr. Peter Ray","718-789-3962","344 Monroe St","jmortle@schools.nyc.gov","http://schools.nyc.gov/schoolportals/13/k305",40.6859446,-73.9453033,11216,18,"Full Day","Breakfast/Lunch/Snacks","Indoor/Outdoor (onsite) ","Contact agency","None"
"171","DOE","Brooklyn","P.S. 306 Ethan Allen","718-649-3155","970 Vermont St","lburrou2@schools.nyc.gov","http://schools.nyc.gov/schoolportals/19/k306",40.6552607,-73.8863345,11207,54,"Full Day","Breakfast/Lunch","Indoor/Outdoor (onsite) ","Contact agency","None"
