LOCCODE,PreK_Type,Borough,LocName,NOTE,phone,address,zip,Day_Length,Seats,X,Y,Email,Website,MEALS,INDOOR_OUTDOOR,EXTENDED_DAY,SEMS_CODE
K243,DOE,K,P.S. 243k - The Weeksville School,,718-604-6909,1580 Dean St,11213,1,36,1002118,185508,khambri@schools.nyc.gov,http://schools.nyc.gov/schoolportals/16/k243,2,3,3,16K243
K244,DOE,K,P.S. 244 Richard R Green,,718-346-6240,5404 Tilden Ave,11203,1,36,1004881,175443,dedwards@schools.nyc.gov,http://schools.nyc.gov/schoolportals/18/k244,2,1,3,18K244
K245,DOE,K,P.S. 245,,718-284-2330,249 East 17th St,11226,1,18,994541,174249,ewillia14@schools.nyc.gov,http://schools.nyc.gov/schoolportals/22/k245,2,3,3,22K245
K247,DOE,K,P.S. 247 Brooklyn,,718-236-4205,7000 21 Ave,11204,1,18,987819,162329,cogno@schools.nyc.gov,http://schools.nyc.gov/schoolportals/20/k247,2,3,3,20K247
K249,DOE,K,P.S. 249 The Caton,,718-282-8828,18 Marlborough Rd,11226,1,36,993590,175985,ebrown4@schools.nyc.gov,http://schools.nyc.gov/schoolportals/17/k249,5,9,3,17K249
K250,DOE,K,P.S. 250 George H Lindsay,,718-384-0889,108 Montrose Ave,11206,1,36,999425,196814,nbarnes2@schools.nyc.gov,http://schools.nyc.gov/schoolportals/14/k250,2,7,3,14K250
K251,DOE,K,P.S. 251 Paerdegat,,718-251-4110,1037 East 54 St,11234,1,90,1005337,169271,sboyer@schools.nyc.gov,http://schools.nyc.gov/schoolportals/22/k251,2,3,3,22K251
K253,DOE,K,P.S. 253,,718-332-3331,601 Oceanview Ave,11235,1,36,994847,150547,lsperon@schools.nyc.gov,http://schools.nyc.gov/schoolportals/21/k253,3,3,3,21K253
K254,DOE,K,P.S. 254 Dag Hammarskjold,,718-743-0890,1801 Ave Y,11235,1,54,997727,154490,lalhono@schools.nyc.gov,http://schools.nyc.gov/schoolportals/22/k254,2,3,3,22K254
K255,DOE,K,P.S. 255 Barbara Reing School,,718-376-8494,1866 East 17 St,11229,1,46,996523,159403,22k255@schools.nyc.gov,http://ps255.org,2,3,3,22K255
K256,DOE,K,P.S. 256 Benjamin Banneker,,718-857-9820,114 Kosciusko St,11216,1,18,998224,190889,shemphi@schools.nyc.gov,http://schools.nyc.gov/schoolportals/13/k256,2,3,3,13K256
K257,DOE,K,P.S. 257 John F Hylan,,718-384-7128,60 Cook St,11206,1,64,1000436,195288,bjusino@schools.nyc.gov,http://schools.nyc.gov/schoolportals/14/k257,2,3,3,14K257
K261,DOE,K,P.S. 261 Philip Livingston,,718-330-9275,314 Pacific St,11201,1,36,987504,189641,zmills@schools.nyc.gov,http://schools.nyc.gov/schoolportals/15/k261,2,3,3,15K261
K262,DOE,K,P.S. 262 El Hajj Malik El Shabazz Elementary School,,718-453-0780,500 Macon St,11233,1,18,1003788,188160,igarner@schools.nyc.gov,http://ps262.org/home.aspx,3,3,1,16K262
K268,DOE,K,P.S. 268 Emma Lazarus,,718-773-5332,133 East 53 St,11203,1,36,1004308,178698,VKirton@schools.nyc.gov,http://schools.nyc.gov/schoolportals/18/k268,3,1,3,18K268
K269,DOE,K,P.S. 269 Nostrand,,718-941-2800,1957 Nostrand Ave,11210,1,36,998729,171624,jpagan22@schools.nyc.gov,http://schools.nyc.gov/schoolportals/22/k269,3,2,3,22K269
K270,DOE,K,P.S. 270 Johann Dekalb,,718-623-5280,241 Emerson Pl,11205,1,54,994945,191064,sneely@schools.nyc.gov,http://schools.nyc.gov/schoolportals/13/k270,2,3,3,13K270
K272,DOE,K,P.S. 272 Curtis Estabrook,,718-241-1300,101 - 24 Seaview Ave,11236,1,64,1015842,170884,hpinckney@schools.nyc.gov,http://schools.nyc.gov/schoolportals/18/k272,2,3,1,18K272
K273,DOE,K,P.S. 273 Wortman,,718-649-5739,923 Jerome St,11207,1,36,1017806,179114,mavery@schools.nyc.gov,http://schools.nyc.gov/schoolportals/19/k273,2,3,3,19K273
K274,DOE,K,P.S. 274 Kosciusko,,718-574-0273,800 Bushwick Ave,11221,1,54,1004250,192316,mollivi@schools.nyc.gov,http://schools.nyc.gov/schoolportals/32/k274,3,3,3,32K274
K276,DOE,K,P.S. 276 Louis Marshall,,718-241-5757,1070 East 83 St,11236,1,144,1009786,170188,yfideli@schools.nyc.gov,http://schools.nyc.gov/schoolportals/18/k276,2,3,3,18K276
K277,DOE,K,P.S. 277 Gerritsen Beach,,718-743-6689,2529 Gerritsen Ave,11229,1,18,1004239,156389,jfish3@schools.nyc.gov,http://schools.nyc.gov/schoolportals/22/k277,2,7,3,22K277
K279,DOE,K,P.S. 279 Herman Schreiber,,718-444-4316,1070 East 104 St,11236,1,72,1014049,173991,trawleigh@schools.nyc.gov,http://schools.nyc.gov/schoolportals/18/k279,2,3,3,18K279
K280,DOE,K,Pre - K Center At Bishop Ford School Site,,718-965-1190,500 19th St,11215,1,488,989077,178398,mseide2@schools.nyc.gov,http://ps10.org,2,2,1,15K863
K282,DOE,K,P.S. 282 Park Slope,,718-622-1626,180 6 Ave,11217,1,90,990423,185765,RHoke2@schools.nyc.gov,http://schools.nyc.gov/schoolportals/13/k282,2,7,3,13K282
K284,DOE,K,P.S. 284 Lew Wallace,,718-495-7791,213 Osborn St,11212,1,18,1009894,182254,jsanders2@schools.nyc.gov,http://schools.nyc.gov/schoolportals/23/k284,3,3,3,23K284
K287,DOE,K,P.S. 287 Bailey K Ashford,,718-834-4745,50 Navy St,11201,1,54,989554,193596,jfrancois5@schools.nyc.gov,http://schools.nyc.gov/schoolportals/13/k287,2,3,3,13K287
K288,DOE,K,P.S. 288 The Shirley Tanyhill,,718-382-2100,2950 West 25 St,11224,1,36,986399,148501,dlamber3@schools.nyc.gov,http://schools.nyc.gov/schoolportals/21/k288,2,3,3,21K288
KABD,NYCEEC,K,Bais Tziporah,,718-436-8336,1449 39th St,11218,1,27,989033,171984,btmsm@aol.com,,5,9,3,20KABD
K289,DOE,K,P.S. 289 George V Brower,,718-493-3824,900 St Marks Ave,11213,1,48,1000334,185025,djeffer@schools.nyc.gov,http://schools.nyc.gov/schoolportals/17/k289,2,3,3,17K289
K290,DOE,K,P.S. 290 Juan Morel Campos,,718-647-1113,135 Schenck Ave,11207,1,18,1014898,186364,wgeorge@schools.nyc.gov,http://schools.nyc.gov/schoolportals/19/k290,2,7,3,19K290
K295,DOE,K,P.S. 295,,718-965-0390,330 18 St,11215,1,54,987330,180120,lmazza2@schools.nyc.gov,http://schools.nyc.gov/schoolportals/15/k295,2,6,3,15K295
K297,DOE,K,P.S. 297 Abraham Stockton,,718-388-4581,700 Park Ave,11206,1,18,998786,193431,jbrown28@schools.nyc.gov,http://schools.nyc.gov/schoolportals/14/k297,2,2,3,14K297
K298,DOE,K,P.S. 298 Dr. Betty Shabazz,,718-495-7793,85 Watkins St,11212,1,46,1009797,183759,jdill2@schools.nyc.gov,http://schools.nyc.gov/schoolportals/23/k298,3,3,3,23K298
K299,DOE,K,P.S. 299 Thomas Warren Field,,718-574-0301,88 Woodbine St,11221,1,36,1007012,191023,wkirk2@schools.nyc.gov,http://schools.nyc.gov/schoolportals/32/k299,2,3,3,32K299
K305,DOE,K,P.S. 305 Dr. Peter Ray,,718-789-3962,344 Monroe St,11216,1,18,999466,189159,jmortle@schools.nyc.gov,http://schools.nyc.gov/schoolportals/13/k305,3,3,3,13K305
K306,DOE,K,P.S. 306 Ethan Allen,,718-649-3155,970 Vermont St,11207,1,54,1015725,178099,lburrou2@schools.nyc.gov,http://schools.nyc.gov/schoolportals/19/k306,2,3,3,19K306
K307,DOE,K,P.S. 307 Daniel Hale Williams,,718-834-4748,209 York St,11201,1,100,989287,194892,rdavenport@schools.nyc.gov,http://schools.nyc.gov/schoolportals/13/k307,2,3,1,13K307
K308,DOE,K,P.S. 308 Clara Cardwell,,718-574-2373,616 Quincy St,11221,1,28,1002040,190109,gpatter@schools.nyc.gov,http://schools.nyc.gov/schoolportals/16/k308,2,3,3,16K308
K309,DOE,K,P.S. 309 The George E Wibecan Preparatory Academy,,718-574-2381,794 Monroe St,11221,1,28,1005259,190031,aaponte10@schools.nyc.gov,http://schools.nyc.gov/schoolportals/16/k309,2,3,3,16K309
K312,DOE,K,P.S. 312 Bergen Beach,,718-763-4015,7103 Ave T,11234,1,54,1009549,165828,syoo2@schools.nyc.gov,http://schools.nyc.gov/schoolportals/22/k312,2,3,3,22K312
K315,DOE,K,P.S. K315,,718-421-9560,2310 Glenwood Rd,11210,1,18,996903,169868,jranft@schools.nyc.gov,http://schools.nyc.gov/schoolportals/22/k315,5,9,3,22K315
K316,DOE,K,P.S. 316 Elijah Stroud,,718-638-4043,750 Classon Ave,11238,1,54,995204,185072,omaluf@schools.nyc.gov,http://schools.nyc.gov/schoolportals/17/k316,2,3,3,17K316
K319,DOE,K,P.S. 319,,718-388-1588,360 Keap St,11211,1,54,996991,197833,azamora@schools.nyc.gov,http://ps319williamsburg.org,3,3,1,14K319
K323,DOE,K,P.S. / I.S. 323,,718-495-7781,210 Chester St,11212,1,36,1008890,182134,lharris7@schools.nyc.gov,http://schools.nyc.gov/schoolportals/23/k323,2,3,3,23K323
K325,DOE,K,The Fresh Creek School,,718-272-1843,875 Williams Ave,11207,1,54,1013506,177584,jdanver@schools.nyc.gov,http://schools.nyc.gov/schoolportals/19/k325,3,3,3,19K325
K326,DOE,K,P.S. 326,,718-241-4828,1800 Utica Ave,11234,1,28,1004192,168228,mfoster5@schools.nyc.gov,http://schools.nyc.gov/schoolportals/22/k326,2,3,3,22K326
K327,DOE,K,P.S. 327 Dr. Rose B English,,718-495-7801,111 Bristol St,11212,1,36,1008639,182807,kchance@schools.nyc.gov,http://schools.nyc.gov/schoolportals/23/k327,2,3,3,23K327
K328,DOE,K,P.S. 328 Phyllis Wheatley,,718-345-9393,330 Alabama Ave,11207,1,36,1012561,182536,bgedach@schools.nyc.gov,http://schools.nyc.gov/schoolportals/19/k328,2,3,3,19K328
K329,DOE,K,P.S. 329 Surfside,,718-996-3800,2929 West 30 St,11224,1,48,985385,148644,smarbury@schools.nyc.gov,http://ps329.schoolwires.com,2,7,3,21K329
K335,DOE,K,P.S. 335 Granville T Woods,,718-493-7736,130 Rochester Ave,11213,1,36,1004167,184956,principalthompson335@gmail.com,http://schools.nyc.gov/schoolportals/16/k335,2,3,3,16K335
K345,DOE,K,P.S. 345 Patrolman Robert Bolden,,718-647-8387,111 Berriman St,11208,1,36,1017530,185678,wholt@schools.nyc.gov,http://schools.nyc.gov/schoolportals/19/k345,3,3,3,19K345
K346,DOE,K,P.S. 346 Abe Stark,,718-642-3000,1400 Pennsylvania Ave,11239,1,90,1017065,175010,kcaifa@schools.nyc.gov,http://schools.nyc.gov/schoolportals/19/k346,2,7,3,19K346
K361,DOE,K,P.S. 361 East Flatbush Early Childhood School,,718-856-0600,3109 Newkirk Ave,11226,1,36,998959,172556,jcolon5@schools.nyc.gov,http://schools.nyc.gov/schoolportals/22/k361,5,9,3,22K361
K362,CHARTER,K,Hellenic Classical Charter School,,718-499-0957,646 5th Ave,11215,1,18,986446,180808,JoyPetrakos@aol.com,http://hccs-nys.org,3,2,1,15K362
K375,DOE,K,P.S. 375 Jackie Robinson School,,718-693-6655,46 Mckeever Pl,11225,1,36,995449,181484,sellman@schools.nyc.gov,http://schools.nyc.gov/schoolportals/17/k375,3,3,1,17K375
KABE,NYCEEC,K,Bais Yaakov D'chassidei Gur,,718-338-5600,1975 51st St,11204,1,18,990426,166877,esmith@thejnet.com,,5,9,3,21KABE
K377,DOE,K,P.S. 377 Alejandrina B De Gautier,,718-574-0325,200 Woodbine St,11221,1,36,1007847,192076,dzagami@schools.nyc.gov,http://schools.nyc.gov/schoolportals/32/k377,2,7,3,32K377
K380,DOE,K,P.S. 380 John Wayne Elementary,,718-388-0607,370 Marcy Ave,11206,1,82,997157,195047,enunez2@schools.nyc.gov,http://schools.nyc.gov/schoolportals/14/k380,2,3,3,14K380
K384,DOE,K,P.S. / I.S. 384 Frances E Carter,,718-574-0382,242 Cooper St,11207,1,36,1010671,190713,praulli@schools.nyc.gov,http://schools.nyc.gov/schoolportals/32/k384,3,3,3,32K384
K394,DOE,K,M.S. K394,,718-756-3164,188 Rochester Ave,11213,1,90,1004137,184405,gshawpieters@schools.nyc.gov,http://schools.nyc.gov/schoolportals/17/k394,2,3,3,17K394
K397,DOE,K,P.S. 397 Foster - Laurie,,718-774-5200,490 Fenimore St,11203,1,12,999116,179285,ncolon@schools.nyc.gov,http://schools.nyc.gov/schoolportals/17/k397,3,3,3,17K397
K398,DOE,K,P.S. 398 Walter Weaver,,718-774-4466,60 East 94 St,11212,1,72,1004231,181212,tkatanb@schools.nyc.gov,http://schools.nyc.gov/schoolportals/17/k398,2,3,3,17K398
K401,DOE,K,Christopher Avenue Community School,,718-495-5761,51 Christopher Ave,11212,1,36,1010248,184196,dmitche5@schools.nyc.gov,http://schools.nyc.gov/schoolportals/23/k401,2,3,3,23K401
K414,DOE,K,Brooklyn Arbor Elementary School,,718-963-0393,325 South 3 St,11211,1,36,996862,197921,parents@brooklynarbor.org,http://brooklynarbor.org,3,3,3,14K414
K446,DOE,K,Riverdale Avenue Community School,,718-485-1679,76 Riverdale Ave,11212,1,54,1008226,179691,info@riverdaleavenuebrooklyn.org,http://schools.nyc.gov/schoolportals/23/k446,3,3,1,23K446
K506,DOE,K,P.S. 506 : The School Of Journalism & Technology,,718-492-0087,330 59 St,11220,1,18,978839,173228,lsarnic@schools.nyc.gov,http://schools.nyc.gov/schoolportals/20/k506,5,9,3,20K506
K516,DOE,K,Sunset Park Avenues Elementary School,,718-369-8330,4222 4th Ave,11232,1,54,981893,176359,jrogness@schools.nyc.gov,http://sunsetparkavenues.org,3,2,3,15K516
K532,DOE,K,New Bridges Elementary,,718-363-8200,1025 Eastern Pkwy,11213,1,90,1002508,183178,kevyn@ps532newbridges.org,http://schools.nyc.gov/schoolportals/17/k532,2,3,3,17K532
K557,DOE,K,Brooklyn Gardens Elementary School,,718-495-7012,574 Dumont Ave,11207,1,36,1012718,181795,19k557@schools.nyc.gov,http://schools.nyc.gov/schoolportals/19/k557,2,3,3,19K557
K599,DOE,K,Brooklyn Landmark Elementary School,,718-443-2747,251 Mcdougal St,11233,1,36,1009065,187213,bklandmark@gmail.com,http://schools.nyc.gov/schoolportals/23/k599,3,3,3,23K599
K627,DOE,K,Brighter Choice Community School,,718-574-2378,280 Hart St,11206,1,18,1000626,192069,fmcintosh2@schools.nyc.gov,http://schools.nyc.gov/schoolportals/16/k627,2,3,3,16K627
K628,DOE,K,Brooklyn Brownstone School,,718-573-2307,272 Macdonough St,11233,1,36,1002154,187659,sgibbs4@schools.nyc.gov,http://schools.nyc.gov/schoolportals/16/k628,2,2,3,16K628
K636,DOE,K,Young Scholars' Academy For Discovery And Exploration,,718-453-4081,280 Hart St,11206,1,36,1000728,192084,tallen3@schools.nyc.gov,http://schools.nyc.gov/schoolportals/16/k636,2,3,3,16K636
K651,CHARTER,K,Pave Academy Charter School,,917-803-0380,76 Lorraine St,11231,1,36,982340,184973,cwestendarp@paveacademy.org,,5,9,3,84K651
K676,DOE,K,Red Hook Neighborhood School,,718-330-2238,27 Huntington St,11231,1,36,982876,186241,rbrown24@schools.nyc.gov,http://schools.nyc.gov/schoolportals/15/k676,2,3,3,15K676
K677,DOE,K,East New York Elementary School Of Excellence,,718-272-6075,605 Shepherd Ave,11208,1,30,1017717,183231,jtouzin@schools.nyc.gov,http://schools.nyc.gov/schoolportals/19/k677,2,7,3,19K677
K702,CHARTER,K,Community Partnership Charter School Pre - Kindergarten,,718-399-3824,241 Emerson Pl,11205,1,18,994928,191061,info@cpcsschool.org,http://cpcsschool.org/,5,9,3,13K702
K705,DOE,K,Brooklyn Arts And Science Elementary School,<P> <Strong>Note:</strong>  Students who are English Language Learners and/or are in the child welfare system will have priority for 20% of seats. If the applicant is in the child welfare system please contact the school directly.</P>,718-230-0851,443 St Marks Ave,11238,1,72,995436,185886,brooklynartselementary@gmail.com,http://schools.nyc.gov/schoolportals/17/k705,2,3,3,17K705
K748,DOE,K,P.S. 748 Brooklyn School For Global Scholars,,718-382-3130,1664 Benson Ave,11214,1,36,982228,160397,dsalerno4@schools.nyc.gov,http://ps748scholars.com,2,3,3,20K748
K770,DOE,K,P.S. 770 New American Academy,,718-221-5837,60 East 94 St,11212,1,36,1004164,181298,jsaratovsky@thenewamericanacademy.org,http://schools.nyc.gov/schoolportals/17/k770,3,3,1,17K770
KAAE,NYCEEC,K,Adelphi Academy Of Brooklyn,,718-238-3308,8515 Rdg Blvd,11209,1,36,975045,166820,romanosi@adelphinyc.org,,5,9,3,20KAAE
KAAS,NYCEEC,K,Associated Beth Rivkah School - UPK,,718-735-0400,470 Lefferts Ave,11225,3,80,999262,180626,stenenbaum@bethrivkah.edu,,5,9,3,17KAAS
KABF,NYCEEC,K,Bais Yaakov Academy UPK,,718-339-4747,1213 Elm Ave,11230,3,60,994745,164146,mlevin@gamlacollege.com,,5,9,3,21KABF
KABG,NYCEEC,K,Yeshiva Jesode Hatorah,,718-302-7500,563 Bedford Ave,11211,3,34,994502,196556,vien@thejnet.com,,4,7,1,14KABG
KABN,NYCEEC,K,Barkai Yeshivah,,718-998-7473,5302 21 Ave,11204,3,40,990677,165898,bmorano@barkaionline.org,,5,9,3,21KABN
KABP,NYCEEC,K,Battalion Christian Academy,,718-774-5447,780 Schenectady Ave,11203,1,36,1002608,177682,alcockfiled@gmail.com,,3,8,1,18KABP
KABU,NYCEEC,K,Be - Er Hagolah Institutes,,718-642-6800,671 Louisiana Ave,11239,1,72,1016772,174547,bhagolah@aol.com,http://beerhagolah.org,3,3,1,19KABU
KACI,NYCEEC,K,Bambi Day Care,,718-645-7010,1981 Homecrest Ave,11229,1,60,995495,158326,info@bambiacademy.com,http://bambidaycarecenter.com,3,3,1,21KACI
KADG,NYCEEC,K,Bnos Menachem,,718-493-1100,739 East New York Ave,11203,3,18,1001380,180668,bnos.menachem@verizon.net,http://bnosmenachem.org,1,8,1,17KADG
KADN,NYCEEC,K,Zion Day Care,<p><strong>Alert</strong>: Program may have income or other eligibility requirements. Contact for more information.</p>,718-438-2862,5000 14th Ave,11219,1,40,986785,169923,Zion.daycare@thejnet.com,,2,6,2,20KADN
KADP,NYCEEC,K,Gan DCC,<p><strong>Alert</strong>: Program may have income or other eligibility requirements. Contact for more information.</p>,718-435-2812,4206 - 10 15th Ave,11219,1,47,988683,171061,gandaycare@verizon.net,,5,9,3,20KADP
KADW,NYCEEC,K,Brooklyn Amity School,,718-891-6100,3867 Shr Pkwy,11235,1,30,1003138,153054,kidschoicepreschool@verizon.net,,5,9,3,22KADW
KAET,NYCEEC,K,Dimitrios & Georgia Kaloidis P.S. Of Holy Cross Goc,,718-836-8096,8502 Rdg Blvd,11209,1,72,974876,166906,,http://dgkschool.com,2,3,2,20KAET
KAFB,NYCEEC,K,Epiphany Lutheran School,,718-773-7200,721 Lincoln Pl,11216,1,30,997555,183743,Crafton@foch.biz,,7,3,1,17KAFB
KAFO,NYCEEC,K,Good Shepherd School,,718-339-2745,1943 Brown St,11229,1,36,1000793,159493,princpap@aol.com,,7,3,1,22KAFO
KAFZ,NYCEEC,K,HIDEC,,718-377-7507,1401 Ave I,11230,1,48,994623,167956,hidec@verizon.net,,3,3,2,21KAFZ
KAHA,NYCEEC,K,Masores Bais Yaakov,,718-692-2424,1395 Ocean Ave,11230,3,60,996304,168211,g.celnik@masores.com,,5,9,3,22KAHA
KAHX,NYCEEC,K,Gateway City Academy,,718-921-3737,257 Bay Rdg Ave,11220,1,143,976810,171036,gca@gatewaycityacademy.net,http://gatewaycityacademy.net,5,9,3,20KAHX
KAIN,NYCEEC,K,Phyl's Academy,,718-469-9400,3520 Tilden Ave,11203,1,144,999883,174969,info@phylsacademyny.com,http://phylsacademyny.com,5,3,1,17KAIN
KAIT,NYCEEC,K,Prospect Park Yeshiva,,718-376-5959,1784 East 17 St,11229,3,36,996376,160135,dkelman@bloppy.org,,5,9,3,22KAIT
KAJD,NYCEEC,K,St. Anselm Catholic Academy,,718-745-7643,365 83 St,11209,1,72,976536,167089,jmckeon@diobrook.org,http://www.sacany.org/,5,9,3,20KAJD
KAJE,NYCEEC,K,St. Athanasius School,,718-236-4791,6120 Bay Pkwy,11204,1,60,989910,163686,dianecompetello@gmail.com,http://stathanasiusschool.org,5,9,3,21KAJE
KAJR,NYCEEC,K,Heartshare Human Services Of New York,,718-238-4637,1825 Bath Ave,11214,1,40,982809,159201,jill.fitzgerald@heartshare.org,http://heartshare.org,2,8,2,20KAJR
KAJT,NYCEEC,K,St. Frances Cabrini Catholic Academy,,718-386-9277,181 Suydam St,11221,1,72,1004723,194266,wanda.marty@sfc-ca.net,http://sfc-ca.com,2,4,1,32KAJT
KAJW,NYCEEC,K,St. Francis Of Assisi,,718-778-3700,400 Lincoln Rd,11225,1,36,998382,180267,c14upk@yahoo.com,http://sfabrooklyn.org,5,3,1,17KAJW
KAKF,NYCEEC,K,St. Mark School,,718-332-9304,2602 East 19th St,11235,1,36,997939,153520,jvok@smsonthebay.com,http://smsonthebay.com,5,3,1,22KAKF
KAKI,NYCEEC,K,St. Peter Catholic Academy,,718-372-0025,8401 23rd Ave,11214,1,72,986936,158403,smmjsfc@aol.com,http://stpeteracademy-brooklyn.org/,5,9,3,21KAKI
KALL,NYCEEC,K,St. Gregory The Great Catholic Academy,,917-972-9673,2520 Church Ave,11226,1,36,997022,176227,sgg991@yahoo.com,,5,9,3,17KALL
KALT,NYCEEC,K,"Cheder, The",,718-252-6333,129 Elmwood Ave,11230,1,40,991104,167799,cheder_upk@netzero.net,,3,3,2,21KALT
KANO,NYCEEC,K,Yeshivas Boyan Tifereth Mordechai Shlomo,,718-435-6060,1205 44 St,11219,1,30,986737,172123,boyan@verizon.net,,5,9,3,15KANO
KANX,NYCEEC,K,Yeshiva Karlin Stolin,,718-232-7800,1801 55th St,11204,1,36,988679,166928,dstein@yks.edu,,3,6,2,21KANX
KBKQ,NYCEEC,K,Parkside ECDC,,718-722-6236,525 Parkside Ave,11226,1,40,996498,178302,sandrahuntsmith@yahoo.com,,5,9,3,17KBKQ
KAOA,NYCEEC,K,Yeshiva Headstart 40th Street,<p><strong>Alert</strong>: Program may have income or other eligibility requirements. Contact for more information.</p>,718-633-2232,1402 40th St,11218,1,16,988545,171886,mkramer@ykypupa.org,,5,7,1,20KAOA
KAOP,NYCEEC,K,Yeshivah Of Flatbush,,718-377-4040,919 East 10 St,11230,3,110,993607,167603,agellman@flatbush.org,,5,9,3,21KAOP
KAOQ,NYCEEC,K,Yeshiva Of Kings Bay,,718-646-8500,2611 Ave Z,11235,3,18,1000029,154006,myz@ykb.us,,5,9,3,22KAOQ
KAOV,NYCEEC,K,Yeshiva Ohr Shraga,,718-252-7777,1102 Ave L,11230,1,28,994249,165097,generaloffice@ohrshraga.org,http://ohrshraga.org,3,3,1,21KAOV
KAPB,NYCEEC,K,Yeshivat Shaare Torah,,718-437-6101,222 Ocean Pkwy,11218,3,60,991215,174025,chavys2003@yahoo.com,,8,3,1,15KAPB
KAPM,NYCEEC,K,Yeshiva Toras Emes,,718-375-0900,1904 Ave N,11230,3,18,996604,163668,yetoem@aol.com,,5,9,3,22KAPM
KAPR,NYCEEC,K,Talmud Torah Crown Heights Yeshivah,,718-444-5800,6363 Ave U,11234,1,40,1008464,163862,chyjoan@yahoo.com,,3,3,2,22KAPR
KARQ,NYCEEC,K,Parkway School,,718-346-0369,5566 Kings Hwy,11203,1,54,1005130,175370,gkgrant@aol.com,http://parkwayschool.org,5,9,3,18KARQ
KARS,NYCEEC,K,Action Nursery,<p><strong>Alert</strong>: Program may have income or other eligibility requirements. Contact for more information.</p>,718-854-7777,1019 46th St,11219,1,14,985283,172619,actionnursery@thejnet.com,,3,7,2,15KARS
KASC,NYCEEC,K,Brevoort Children's Center,<p><strong>Alert</strong>: Program may have income or other eligibility requirements. Contact for more information.</p>,718-778-1069,250 Ralph Ave,11233,1,19,1005435,187319,hlareche@bksny.org,http://bksny.org,3,7,1,16KASC
KASG,NYCEEC,K,Edwards L Cleaveland,<p><strong>Alert</strong>: Program may have income or other eligibility requirements. Contact for more information.</p>,718-623-9803,1185 Park Pl,11213,1,26,1001328,184557,jmatison@bksny.org,http://bksny.org,3,7,2,17KASG
KASI,NYCEEC,K,Cortelyou ECC,,718-282-6077,386 Marlborough Rd,11226,1,36,994095,172679,sfrancis@mycecc.com,,5,9,3,22KASI
KASJ,NYCEEC,K,BCS Duffield Children's Center,<p><strong>Alert</strong>: Program may have income or other eligibility requirements. Contact for more information.</p>,718-522-5296,101 Fleet Pl,11201,1,93,989371,191718,ilopez@wearebcs.org,http://wearebcs.org,3,3,1,13KASJ
KASR,NYCEEC,K,Glennwood Avenue Head Start,<p><strong>Alert</strong>: Program may have income or other eligibility requirements. Contact for more information.</p>,718-859-7720,3017 Glenwood Rd,11210,1,69,998938,170343,glenwood3017@gmail.com,,3,3,1,22KASR
KASZ,NYCEEC,K,East Midwood Hebrew Day School,,718-253-1555,1256 East 21st St,11210,1,34,996742,166085,regina2@emhds.org,http://emhds.org,3,3,2,22KASZ
KATG,NYCEEC,K,Ahrc Francis Of Paola ELC,,718-782-1462,201 Conselyea St,11211,1,6,1000019,199974,Teresa.DelPriore@ahrcnyc.org,http://schools.ahrcnyc.org,5,3,1,14KATG
KATR,NYCEEC,K,Warbasse Nursery School,,718-266-5585,2785 West 5th St,11224,1,16,992605,150820,lauraok@warbassenurseryschool.com,http://warbassenurseryschool.com,5,7,1,21KATR
