,Address,Description,FeatureCount,Fee,Langtitude,Latitude,LengthOfVisit,MuseumName,PhoneNum,Rank,Rating,ReviewCount,TotalThingsToDo
67,"Galarvarvsvagen 14 | Djurgarden, Stockholm 115 21, Sweden",The Vasa ship capsized and sank in Stockholm 1628. After 333 years on the sea bed the mighty warship was salvaged and the voyage could continue. Today Vasa is the world's only preserved 17th century ship and the most visited museum in Scandinavia.,2,Yes ,18.091683,59.3282621,1-2 hours ,Vasa Museum,+46 8 519 548 00,1,4.5,"18,347",284
68,"Dionysiou Areopagitou 15 | Makriyianni, Athens 117 42, Greece","Modern, uptodate building on the foot of the Acropolis housing important ancient Greek statues and much more",11,Yes ,23.7293284,37.9694164,2-3 hours ,Acropolis Museum,30 210 9000900,1,4.5,"18,258",324
69,"945 Magazine Street, New Orleans, LA 70130-3813","Founded by historian and author, Stephen Ambrose, the Museum tells the story of the American Experience in the war that changed the world - why it was fought, how it was won, and what it means today - so that all generations will understand the price of freedom and be inspired by what they learn. ",11,NA,-90.07008599999999,29.9430044,NA,The National WWII Museum,+1 504-528-1944,1,5.0,"15,613",319
70,"Barer Strasse 27 | Eingang Theresienstrae, 80333, Munich, Bavaria, Germany","Housing much of the city's most famous artwork, this museum's collection includes renowned international works from the 14th through the 18th centuries.",4,Yes ,11.5699827,48.1495194,More than 3 hours ,Alte Pinakothek,+49 0 89 23805-216,16,4.5,"1,715",293
71,"Calle Ruiz de Alarcon 23, 28014 Madrid, Spain","The Prado has one of the largest art collections in the world, and is best known for its diverse assortment of works by Velasquez, Goya and El Greco.",13,Yes ,-3.6913181,40.4135843,More than 3 hours ,Prado National Museum,902107077,1,4.5,"31,900",705
72,"2001 N Colorado Blvd, Denver, CO 80205-5798","The Denver Museum of Nature & Science is the Rocky Mountain regions leading resource for informal science education. A variety of exhibitions, programs, and activities help Museum visitors experience the natural wonders of Colorado, Earth, and the universe.",0,NA,-104.94102,39.76918939999999,NA,Denver Museum of Nature & Science,303-370-6000,4,4.5,"2,565",231
73,"111 S Michigan Ave, Chicago, IL 60603-6488","This Classical Renaissance structure, guarded by two bronze lions at its entrance, boasts one of the world's great art collections, including the trademark ""American Gothic.""",5,Yes ,-87.6237238,41.8795473,More than 3 hours ,Art Institute of Chicago,312 443 3600,1,5.0,"15,533",614
74,"Bygdoeynesveien 39, Oslo 0286, Norway","The Fram Museum is located at Bygdy, a short distance from the centre of Oslo and is easily reached by bus or, in the summer season, by ferry from the City Hall quayside. Our closest neighbours are the Kon-Tiki Museum and the Norwegian Maritime Museum. The Viking Ship Museum and the Norwegian Folk Museum are within 15 minutes walk. The Bygdy peninsula is therefore popularly known as the museum peninsula. Bygdy is one of Oslos main places to go.",2,NA,10.6979172,59.90297,1-2 hours ,Fram Polar Ship Museum,+47 23 28 29 50,3,4.5,"3,332",386
75,"Maria-Theresien-Platz | 1010 Vienna, Vienna 1010, Austria","Experience one of the world's foremost museums! Let yourself be enchanted by works spanning five millennia, from Ancient Egypt to the modern era. Experience unique major works by Drer, Raphael, Titian and Velzquez as well as the world's largest collection of Bruegel paintings, all in a magnificent setting. The Kunstkammer Vienna, featuring the famous Saliera by Benvenuto Cellini, is a veritable universe of art and beauty guaranteed to transform any visit into an unforgettable experience. Included in the ticket are the collections at the Neue Burg on the opposite side of Vienna's Ringstrasse. Here you will see the instruments used by the great composers and be transported back to chivalrous times when knights held sway and tourneys and hunting shaped courtly life.",2,Yes ,16.3607757,48.2045547,1-2 hours ,Kunsthistorisches Museum,+43 1 525240,3,4.5,"5,663",513
76,"180 Greenwich St, World Trade Center, New York City, NY 10007-0089","The National September 11 Memorial & Museum is a place of remembrance honoring those who perished in the terrorist attacks of September 11, 2001 and February 26, 1993. ",5,No ,-74.0124786,40.7114147,1-2 hours ,The National 9/11 Memorial & Museum,+1 212-312-8800,3,4.5,"48,438","1,028"
77,"13089 Berlin, Germany",NA,11,NA,13.442009,52.5686844,More than 3 hours ,Museum Island,+49 (0) 30 / 266424242,10,4.5,"5,728",722
78,"Cromwell Road | South Kensington, London SW7 2RL, England","The world's greatest museum of art and design.The V&A's collections are unrivalled in their diversity. Explore historical and contemporary art and design, including works of art from many of the world's richest cultures. Admission free.",9,No ,-0.1828325,51.4950805,2-3 hours ,V&A - Victoria and Albert Museum,020 7942 2000 ,3,4.5,"18,030","1,443"
79,"465 Huntington Ave, Avenue of the Arts, Boston, MA 02115-5597","Boston's oldest, largest and best-known art institution, the MFA houses one of the world's most comprehensive art collections and is renowned for its Impressionist paintings, Asian and Egyptian collections and early American art.",4,Yes ,-71.0850239,42.3428415,2-3 hours ,Museum of Fine Arts,617-267-9300,2,4.5,"5,480",371
80,"Chambers Street, Edinburgh EH1 1JF, Scotland","Explore the diversity of the natural world, world cultures, science and technology, art, design and fashion, and Scottish history, all under one roof.",14,No ,-3.1884344,55.9476897,More than 3 hours ,National Museum of Scotland,443001236789,5,4.5,"10,641",374
81,"1400 S Lake Shore Dr, Chicago, IL 60605-2827","One of America's premier natural history museums, the Field's ""Live over Time"" exhibit now houses ""Sue,"" the largest and most complete Tyrannosaurus rex ever discovered.",4,Yes ,-87.61698620000001,41.8661733,More than 3 hours ,The Field Museum,312 922 9410,9,4.5,"5,500",614
82,"Wierdijk 12-22 | 1601 la Enkhuizen, 1601 LA Enkhuizen, The Netherlands",,0,NA,5.2972236,52.7037766,NA,Zuiderzee Museum (Zuiderzeemuseum),+31 228 351 111,1,4.5,562,15
83,"99 rue de Rivoli, 75039 Paris, France","Home to Leonardo da Vinci's Mona Lisa, the Louvre is considered the world's greatest art museum, with an unparalleled collection of items covering the full spectrum of art through the ages.",13,Yes ,2.3358527,48.8610105,More than 3 hours ,Musee du Louvre,33 01 40 20 50 50,3,4.5,"63,112","1,004"
84,"Dantes Plads 7, Copenhagen 1556, Denmark","NY CARLSBERG GLYPTOTEK - EXPLORE 6000 YEARS OF ART This beautiful museum, founded in 1888, invites you to discover Northern Europe's largest collection of Ancient Mediterranean art and visit the leading collection of French Impressionist paintings in Denmark. The wonderful buildings are filled with atmosphere and every corner offers a new experience. The heart of the museum is the classic 1906 sub-tropical winter garden with tall palm trees, a fountain and a fish pool. The museum was founded by the renowned brewing magnate Carl Jacobsen, who made Carlsberg beer known world wide. Address:Ny Carlsberg Glyptotek,Dantes Plads 7,1556 Copenhagen V",4,NA,12.57343,55.67356710000001,NA,Ny Carlsberg Glyptotek,+45 33 41 81 41,5,4.5,"2,743",325
85,"Museumsinsel 1, 80538, Munich, Bavaria, Germany","One of the world's largest science museums, visitors can to this famous institution can easily get lost among the endless floors of interesting exhibits, including a fascinating exhibit on mining.",5,Yes ,11.5844567,48.1310638,More than 3 hours ,Deutsches Museum,49 0 89 2179-1 ,11,4.5,"5,273",293
86,"10th Street and Constitution Ave, Washington DC, DC 20560","Established in 1910 and located on the National Mall, this prestigious museum, part of the Smithsonian Institution, holds the world's most extensive collection of natural history specimens and human artifacts including the remains of dinosaurs and tools used by early man.",7,No ,-77.02596129999999,38.89210370000001,2-3 hours ,Smithsonian National Museum of Natural History,202 633-1000,12,4.5,"7,640",398
87,"Via Accademia delle Scienze, 6 | Aperto Anche il Lunedi Mattina, 10123 Turin, Italy","The Museo delle Antichit Egizie is the only museum other than the Cairo Museum that is dedicated solely to Egyptian art and culture. Many international scholars, since the decipherer of Egyptian hieroglyphs Jean-Franois Champollion, who came to Turin in 1824, spend much time pouring over the collections. It was Champollion who famously wrote, The road to Memphis and Thebes passes through Turin.The collections that make up todays Museum, were enlarged by the excavations conducted in Egypt by the Museums archaeological mission between 1900 and 1935 (a period when finds were divided between the excavators and Egypt).The Egyptian Museum in Turin has begun 2009 an important project which wants to widen spaces in order to enhance the collections through modern museographical and museological criteria. The Museum will be open all over the period of restoration and the New Egyptian Museum inauguration is scheduled for the year 2015.",1,NA,7.6894974,45.0629159,NA,Egyptian Museum of Turin,39 11 561 7776,1,4.5,"11,413",276
88,"6th and Independence Ave., SW, Washington DC, DC 20560",The most popular of the Smithsonian museums features the Wright Brothers' 1903 Flyer and Lindbergh's Spirit of St. Louis.,10,No ,-77.01990479999999,38.8875682,2-3 hours ,Smithsonian National Air and Space Museum,2026331000,3,4.5,"14,494",398
89,"79th Street and Central Park West, New York City, NY 10024","Interactive, modernized exhibits and an IMAX theater help bring this museum, dedicated to understanding the past, into the 21st century.",11,Yes ,-73.9717106,40.7820454,More than 3 hours ,American Museum of Natural History,212-769-5100,32,4.5,"13,992","1,028"
90,"La Rambla 96, 08002 Barcelona, Spain",NA,0,NA,2.1727141,41.3822237,NA,Erotic Museum of Barcelona (Museu de l'Erotica),93-318-98-65,79,4.0,762,648
91,"100 Chatham Rd S, Tsim Sha Tsui East, Kowloon, Hong Kong, China",NA,7,NA,114.1774005,22.3019386,NA,Hong Kong Museum of History,852-27249042,11,4.5,"2,495",789
92,"Jardin des Tuileries - Cote Seine, 75001 Paris, France",NA,8,NA,2.3310526,48.8640493,NA,Musee de l'Orangerie,+33 1 44 77 80 07,9,4.5,"11,412","1,004"
93,"137 Seobinggo-ro, Yongsan-gu, Seoul 04383, South Korea","This is the largest museum in Korea with over 220,000 objects in its collection. It has six permanent exhibition galleries such as Historical Gallery and Fine Arts Gallery. It also has special exhibition halls, a children's museum, outdoor exhibit areas, restaurants, cafes, shops and other amenities. *Admission: Free to Permanent Exhibition & Children's Museum(changeable after 2010)*Hours: Tue/Thu/Fri: 9am-6pm, Wed/Sat: 9am-9pm, Sun/holidays: 9am-7pm, closed Mon & January 1st",7,No ,126.9777271,37.5246635,2-3 hours ,National Museum of Korea,02-2077-9000,7,4.5,"1,446",711
94,"Plaza Doctor Gomez Ulla s/n, 03013 Alicante, Spain",NA,0,NA,-0.4771562,38.3532059,NA,MARQ Provincial Archaeological Museum,+34 965 14 90 00,5,4.5,601,121
95,"325 5th Ave N, Seattle Center, Seattle, WA 98109-4630","Visit a museum like no other on earth. EMP Museum, located next to Seattles historic Space Needle, houses some of the worlds most legendary pop culture artifacts. Test your DJ skills in Sound Lab, take over the spotlight in On Stage, and get the scoop on the worlds most mesmerizing producers of pop culture. Hands-on experiences, iconic artifacts, and award-winning exhibitions featuring luminaries in the fields of music, literature, television, and film make EMP a destination unlike any other.",0,NA,-122.3345508,47.6105075,NA,EMP Museum,12067702700,16,4.0,"4,068",423
96,"104 Montgomery St, The Presidio, San Francisco, CA 94129-1718",NA,1,NA,-122.4585992,37.8013387,NA,Walt Disney Family Museum,415 345 6800,15,4.5,"1,894",522
97,"770 Las Vegas Blvd N, Las Vegas, NV 89101-2010","Founded in 1996, the Neon Museum is a non-profit 501 (c) 3 organization dedicated to collecting, preserving, studying and exhibiting iconic Las Vegas signs for educational, historic and cultural enrichment. In addition to an approximately two-acre Neon Museum campus, which includes the outdoor exhibition space known as the Neon Boneyard, the museum also encompasses a visitors center housed inside the former La Concha Motel.Guided tours are available seven days a week every half hour starting at 10 a.m. and run all day with the final tour departing at 8:30 p.m. The Fall/Winter Night Tour showcases our restored signs within the Neon Boneyard along with our recently installed illumination for our unrestored collection.",6,Yes ,-115.135146,36.176947,1-2 hours ,The Neon Museum,17023876366,20,4.5,"2,507",447
