,Address,Description,FeatureCount,Fee,Langtitude,Latitude,LengthOfVisit,MuseumName,PhoneNum,Rank,Rating,ReviewCount,TotalThingsToDo
63,"6865 W Hickory Rd, Hickory Corners, MI 49060-9788","The ever expanding Gilmore Car Museum, hailed as one of the Top Five car museums in the nation, features over nearly extraordinary cars and motorcycles from all eras. The Automotive Heritage Center (about 150 vehicles) is Open daily year-round. The outdoor park-like campus of historic buildings (including 1930s gas station, working 1940s diner and several exhibit sturctures)are open April - Novemember.Museum exhibits range from cars of the 1890s to the classic Duesenberg, the elusive 1948 Tucker, to the muscle cars of the 60s and 70s. Located just off M-43 at Hickory Road near Hickory Corners (20 minutes northeast of Kalamazoo, MI)",0,NA,-85.41994179999999,42.4404812,NA,Gilmore Car Museum,269-671-5089,1,5.0,367,3
64,"12 S Castillo Dr, Saint Augustine, FL 32084-3650","Relive the Golden Age of Piracy at Pat Croce's St. Augustine Pirate & Treasure Museum with the world's largest collection of authentic pirate artifacts; fun, interactive exhibits, including the award-winning Book of Pirates and the spine-tingling Disney Imagineer-designed Below Deck sound experience of Blackbeards last battle; the worlds only pirate treasure chest; one of only two existing 17th century Jolly Rogers; and rarely-seen shipwreck treasures from the Florida Division of Historical Resources.",1,NA,-81.3129841,29.8969436,Yes ,St. Augustine Pirate & Treasure Museum,877.467.5863,10,4.5,"2,131",164
65,"401 SW 2nd St, Fort Lauderdale, FL 33312-1707","There is always something new happening at the Museum of Discovery and Science. Spend a day of discovery exploring hundreds of interactive exhibits including the new EcoDiscovery Center. Visitors can take a ride on the Everglades Airboat Adventure, experience hurricane force winds in the Storm Center, dig for fossils alongside a giant prehistoric megalodon, get close to a confrontation between a saber-toothed cat and an Imperial mammoth, and enjoy the playful antics of North American river otters in their two-story indoor/outdoor habitat. See exciting science demonstrations, and presentations by community experts. Discover the amazing Everglades in the Florida EcoScapes exhibit. Hang out with bats, turtles and sharks. Meet an alligator and be charmed by a 6-foot-long snake. Take a ride to Mars or soar through the skies in an FA-18 cockpit simulator or take a ride in the 7D simulator. And immerse yourself in a five-story-high film adventure at the newly renovatede AutoNation(R) IMAX 3D Theater, home of the BIGGEST screen in South Florida. Whether you're two or 82 visit the Museum of Discovery and Science and enjoy a full day of family fun.",4,Yes ,-80.14792899999999,26.1210369,2-3 hours ,Museum of Discovery and Science,+1 954-467-6637,1,4.0,766,19
66,"25 Evans Way, Boston, MA 02115-5538","A Venetian palace in the middle of Boston, Gardner's home is now a museum displaying her impressive, eclectic collection of European, American and Asian art, including sculpture, paintings, furniture, ceramics and textiles. Visitors can stroll or rest in a spectacular skylit courtyard filled with plants and flowers.",2,Yes ,-71.09895589999999,42.338227,1-2 hours ,Isabella Stewart Gardner Museum,+1 617-566-1401,12,4.5,"1,868",371
67,"103 Orchard St, Lower East Side, New York City, NY 10002-3102","The Tenement Museum preserves the history of immigration through the personal accounts of those who built lives in the Lower East Side. Visitors can view restored apartments from the 19th and 20th centuries, walk the historic neighborhood, and interact with residents to learn the stories of generations of immigrants who helped shape the American experience.",3,NA,-73.9900373,40.7187792,1-2 hours ,Tenement Museum,+1 877-975-3786,27,4.5,"4,446","1,028"
68,"East India Square, 161 Essex Street, Salem, MA 01970","Experience art and culture from New England and around the world at one of the regions largest art museums. Explore the museums vast collections and changing exhibitions, ranging from modern art to photography to Asian art and culture. The museum campus features numerous parks, period gardens, and 24 historic properties, including Yin Yu Tang, the only example of Chinese vernacular architecture on display in the United States.",0,NA,-70.892225,42.5215344,NA,Peabody Essex Museum,866-745-1876,1,4.5,"1,317",75
69,"4400 Forbes Ave, Pittsburgh, PA 15213-4007","Carnegie Museum of Natural History is the place for kids to discover science and the wonders of the natural world. Dig for bones in Bonehunters Quarry, get hands-on with real and replica specimens in Discovery Basecamp, grind corn in a Hopi home, and more. Dinosaurs are just the beginning! Free family-activities, touchables, and Bonehunters Quarry available each weekend and weekdays during the summer.",9,NA,-79.9499151,40.4431957,More than 3 hours ,Carnegie Museum of Natural History,+1 412-622-3131,5,4.5,"1,030",150
70,"222 Fifth Avenue South, Nashville, TN 37203-4206","The Country Music Hall of Fame and Museum is the home of this popular American art form, safeguarding over 2.5 million artifacts, with two expansive floors of gallery space featuring permanent- and limited- engagement exhibits. The Country Music Hall of Fame and Museum is also home to Historic RCA Studio B and Hatch Show Print. It offers three dining and four retail options, all open to the public. Closed on Thanksgiving, Christmas Eve, Christmas Day, and New Year's Day.",3,Yes ,-86.7762664,36.1583339,2-3 hours ,Country Music Hall of Fame and Museum,16154162001,3,4.5,"7,374",238
71,"6th Street and Constitution Avenue, Washington DC, DC 20002",One of the world's greatest art museums is comprised of two buildings: one holds paintings from the 13th through the 18th centuries and the other exhibits modern art.,8,NA,-76.9984522,38.8920125,NA,National Gallery of Art,(202) 737-4215,2,5.0,"6,273",398
72,"11 W Jones St, Raleigh, NC 27601-1029","The Southeast's largest natural history museum features dinosaurs, whale skeletons, live animals, walk-through dioramas, special exhibits, hands-on science education and accessible scientists. IMLS National Medal Finalist, 2014.",0,NA,-78.6395502,35.7822735,NA,North Carolina Museum of Natural Sciences,+1 919-707-9800,1,4.5,"1,417",140
73,"8th and F Streets, NW, Washington DC, DC 20013","Part of the Smithsonian Institution that owns more than 40,000 works depicting the history of art in the United States.",6,NA,-77.0229632,38.897203,NA,Smithsonian American Art Museum,(202) 633-1000,27,4.5,"1,074",398
74,"1100 Spaatz St, Wright-Patterson Air Force Base, Dayton, OH 45433-7102",NA,0,NA,-84.1097834,39.7818731,NA,National Museum of the U.S. Air Force,937 255 3286,1,5.0,"2,905",60
75,"2445 Monroe St, Toledo, OH 43620-1500","Art from all over the world and every time period is housed at this outstanding museum, considered one of the world's best. From paintings by Renoir to sculptures by Alexander Calder to a vast glass collection, you'll find wonderful treasures here. Founder and first president Edward Drummond Libbey wanted to build a place where art was accessible to everyone, hence the museum's free admission policy, which continues to this day. The Toledo Museum of Art is open:Tuesday & Wednesday: 10 a.m.  4 p.m.Thursday & Friday: 10 a.m.  9 p.m.Saturday: 10 a.m.  5 p.m.Sunday: noon  5 p.m.Closed Mondays, Independence Day, Thanksgiving Day, and Christmas Day.",0,NA,-83.5592918,41.6584327,NA,Toledo Museum of Art,8006446862,1,5.0,744,73
76,"720 Sheridan Ave, Cody, WY 82414-3428 (Formerly Buffalo Bill Historical Center)","Since 1927, the Buffalo Bill Center of the West has been committed to the greatness and growth of the American West, keeping western experiences alive. The Center of the West, an affiliate of the Smithsonian Institution, weaves the varied threads of the western experience-history and myth, art and Native culture, firearms, and the nature and science of Yellowstone-into the rich panorama that is the American West. The Center of the West has been honored with numerous awards, including TripAdvisor's Certificate of Excellence for four years running.",0,NA,-109.0742033,44.5242379,2-3 hours ,Buffalo Bill Center of the West,+1 307-587-4771,1,5.0,"2,777",54
77,"1800 N Congress Ave, Austin, TX 78701","Museum that chronicles the history of Texas with three themed exhibits: Land, Identity and Opportunity.",3,NA,-97.73917100000001,30.2802961,NA,Bullock Texas State History Museum,+1 512-936-8746,4,4.5,"1,730",296
78,"1500 Binz St, Houston, TX 77004-7112","Hands-on interactive exhibits in the areas of science and technology, history and culture, health and human development, and the arts.",1,Yes ,-95.385113,29.7226824,More than 3 hours ,Children's Museum of Houston,713-522-1138,4,4.5,"1,165",261
79,"62 Vintage Lane, Maggie Valley, NC",NA,0,NA,-83.0769449,35.5137182,NA,Wheels Through Time Transportation Museum,828-926-6266,1,5.0,983,19
80,"306 Congress St, Boston, MA 02210-1027","At the Boston Tea Party Ships and Museum, you can be a part of the famous event that forever changed the course of American History! Its more than a stroll through historic artifacts  its an adventure! Located on the Congress Street Bridge in Boston, Massachusetts, this floating museum is unlike anything youve ever experienced before. Live actors, high-tech, interactive exhibits, authentically restored tea ships and the stirring, multi-sensory documentary Let it Begin Here, are just a taste of what youll see, hear and feel. Meet the colonists, explore the ships and dump tea overboard just as the Sons of Liberty did on that fateful night of December 16, 1773. Stop in at Abigails Tea Room for teatime and visit the Gift Shop for special souvenirs. Its educational, entertaining and enlightening  an experience not to be missed by adults and children of all ages. Your tour of the Boston Tea Party Ships and Museum will last approximately one hour and will take you through a variety of displays that are interconnected. The tour is designed to give you the opportunity to participate, explore and learn about the people, events and consequences that led up to the American Revolution in the order in which they actually occurred more than 230 years ago.",3,NA,-71.0512904,42.3521949,NA,Boston Tea Party Ships & Museum,+1 617-338-1773,7,4.5,"3,589",371
81,"305 Harrison Street, Seattle, WA 98109-4623","Located in the heart of Seattle, Chihuly Garden and Glass provides a look at the inspiration and influences that inform the career of artist Dale Chihuly. Through the exhibitions eight interior galleries, lush outdoor garden and centerpiece Glasshouse visitors will experience a comprehensive look at Chihuly's most significant series of work. With both day and night experiences, and full-service dining in the adjoining Collections Caf, this long-term exhibition offers a unique experience rain or shine.",2,NA,-122.350849,47.6215818,NA,Chihuly Garden and Glass,+1 206-753-4940,1,5.0,"14,080",423
82,"704 Central Ave, Louisville, KY 40208-1212","Kentucky Derby Museum, where every day is Derby day! Kentucky Derby Museum, a 501(c)(3) non-profit organization in Louisville, Kentucky has a commitment to engage, educate, and excite everyone about the extraordinary experience that is the Kentucky Derby. When you visit the Museum, you will find yourself immersed in the next best thing to actually being at the Derby! Our exhibits will take you through the journey from the birth of the foal to the winner's circle. Find yourself in the middle of Kentucky Derby week activities and Derby traditions. Or you can take in the view of the track on Derby Day from the middle of the Infield. We are the exclusive tour provider for Churchill Downs Racetrack offering tours 7 days a week. General admission includes two levels of family-friendly interactive permanent & temporary exhibits, ""The Greatest Race,"" a 360-degree immersive sound and visual experience that'll get your heart racing and emotions soaring, Historic Walking Tour of Churchill Downs Racetrack, a chance to meet our resident Thoroughbred and miniature horse, access to the Finish Line Gift Shop, Kentucky fare in the Derby Caf and much more!",3,NA,-85.7708646,38.2057356,2-3 hours ,Kentucky Derby Museum,15026371111,3,4.5,"1,870",160
