,Address,Description,FeatureCount,Fee,Langtitude,Latitude,LengthOfVisit,MuseumName,PhoneNum,Rank,Rating,ReviewCount,TotalThingsToDo,Country,State,RankPercentage,Ancient Ruins,Architectural Buildings,Arenas & Stadiums,Art Galleries,Art Museums,Auto Race Tracks,Ballets,Battlefields,Biking Trails,Bodies of Water,Bridges,Castles,Cemeteries,Children's Museums,City Tours,Classes & Workshops,Coffeehouses,Concerts & Shows,Cultural Tours,Educational sites,Factory Tours,Flea & Street Markets,Food & Drink,Fun & Games,Gardens,Geologic Formations,Gift & Specialty Shops,Government Buildings,Historic Sites,Historic Walking Areas,Historical & Heritage Tours,History Museums,Islands,Lessons & Workshops,Libraries,Lighthouses,"Literary, Art & Music Tours",Lookouts,Military Bases & Facilities,Military Museums,Mines,Monuments & Statues,Movie Theaters,Museums,National Parks,Natural History Museums,Nature & Parks,Nature & Wildlife Areas,Neighborhoods,Night Tours,Nightlife,Observation Decks & Towers,Observatories & Planetariums,Other Fun & Games,Other Outdoor Activities,Outdoor Activities,Piers & Boardwalks,Playgrounds,Points of Interest & Landmarks,Private Tours,Sacred & Religious Sites,Scenic Railroads,Scenic Walking Areas,Science Museums,Self-Guided Tours & Rentals,Ships,Shopping,Sights & Landmarks,Specialty Museums,Sports Complexes,State Parks,Theaters,Tours,Tramways,Transportation,Traveler Resources,Valleys,Visitor Centers,Volcanos,Walking Tours,Wineries & Vineyards,Zipline & Aerial Adventure Parks,Zoos & Aquariums,on display,gift shop,rainy day,couple of hours,all ages,special exhibits,few hours,two hours,exhibits,well worth a visit,permanent collection,worth a visit,free admission,audio guide,beautiful building,great collection,information,interesting exhibits,entrance fee,great for kids,interactive exhibits,hands on activities,great exhibits,great place to visit,interactive displays,guided tour,well worth the visit,whole family,kids and adults,traveling exhibits,his life,local history,amazing collection,free entry,worth the trip,great history,civil war,take your time,nice collection,interesting place,great museum,for sale,art lovers,artifacts,van gogh,audio tour,history,galleries,works of art,natural history,self guided tour,private collection,own pace,sculpture garden,moving experience,three hours,lots of history,modern art,history buff,admission,small museum,step back in time,worth a stop,short film,stuffed animals,walk around,entry fee,great displays,world war,scavenger hunt,across the street,museums,top floor,a lot of fun,history lesson,large collection,eye opening,american history,interesting artifacts,early days,rotating exhibits,extensive collection,three floors,we spent hours,displays,changing exhibits,second floor,collection,old masters,great place to learn,learn something,special exhibitions,suggested donation,old west,chronological order,enjoyed our visit,take pictures,third floor,the lower level,life size,Families_Count,Couples_Count,Solo_Count,Business_Count,Friends_Count,PreciseRating,quote_pol_var,quote_pol_mean,quote_pol_max,quote_pol_min,quote_sub_var,quote_sub_mean,quote_sub_max,quote_sub_min,review_pol_var,review_pol_mean,review_pol_max,review_pol_min,review_sub_var,review_sub_mean,review_sub_max,review_sub_min,descri_pol,descri_sub
403,"814 Market St, Wilmington, NC 28401-4731","Exploring the history, science and cultures of the Lower Cape Fear region. Founded in 1898.",0.0,,-77.938387,34.2358087,1-2 hours ,Cape Fear Museum,19107984350,12.0,4.5,147.0,105.0,USA,IL,11.4285714286,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,38.0,36.0,9.0,4.0,21.0,4.40972222222,0.0905636621901,0.278409090909,1.0,-0.2,0.131022727273,0.525,1.0,0.0,0.0284045092816,0.362482638889,0.5625,0.00714285714286,0.029943625869,0.487316468254,0.75,0.2,0.0,0.0
404,"205 N Mill St, Pontiac, IL 61764-1906","The museum, centrally located on Route 66, offers rotating exhibits to ensure a new and exciting experience each time you stop in. As the only Pontiac-Oakland museum in the world, we display hundreds of pieces of memorabilia alongside the selection of cars. For car enthusiasts, we offer a behind the scenes tour led by museum staff (by appointment only). Be sure to visit our gift shop that offers books, clothing, and other unique items focused on Pontiac and Route 66. The Pontiac Oakland Automobile Museum was one of TripAdvisor's 2014 Certificate of Excellence winners. Pontiac, Illinois offers other exciting museums and attractions, so please put Pontiac on your list of places to visit!",0.0,,-88.6297287,40.8795409,,Pontiac-Oakland Automobile Museum,+1 815-842-2345,2.0,4.5,140.0,12.0,USA,VA,16.6666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.0,49.0,15.0,0.0,27.0,4.6796875,0.101233370931,0.138798701299,0.8,-0.25,0.103539593523,0.376948051948,1.0,0.0,0.0147319369662,0.334779040404,0.5,0.15,0.00971822833051,0.502853535354,0.663888888889,0.32380952381,0.0954545454545,0.54595959596
405,"500 N State St, Saint Ignace, MI 49781-1429","At this National Historic Landmark, visitors can learn about 17th century St. Ignace: the Ojibwa who formed the population, the Huron refugees and the French who established the area as the center of fur trade. Check out our award winning Clan Park and our Longhouse on our grounds. Also visit Father Marquettes burial site in our Marquette Mission Park. Admission is by donation.",0.0,,-84.7314305,45.871543,<1 hour ,Museum of Ojibwa Culture,+1 906-643-9161,4.0,4.5,218.0,29.0,USA,NJ,13.7931034483,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76.0,73.0,8.0,1.0,23.0,4.52534562212,0.117721476125,0.323560606061,0.875,0.0,0.166469237833,0.528787878788,1.0,0.0,0.0164135147812,0.343823268398,0.6,0.121,0.0160747518671,0.560974089105,0.8,0.333,0.1,0.2125
406,"303 Pearl St NW, Grand Rapids, MI 49504-5353","Grand Rapids' pride in native son and 38th American President Gerald R. Ford is reflected in the museum that honors him, which transports you back to the 70s through interactive displays and holograms, including a chance to eavesdrop on an eventful day in the Oval Office.",0.0,,-85.6774485,42.9684382,,Gerald R. Ford Museum,(616) 254-0400,4.0,4.5,623.0,73.0,USA,OR,5.47945205479,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,117.0,219.0,44.0,35.0,82.0,4.53883495146,0.0817847399376,0.315178571429,0.7,0.0,0.14826377551,0.409285714286,1.0,0.0,0.00694327587732,0.288070790816,0.4275,0.178549107143,0.0272691110377,0.555986136879,0.791666666667,0.29,0.166666666667,0.333333333333
407,"2000 Mountain Rd NW, In the heart of Old Town, Albuquerque, NM 87104-1459","The city's rich heritage is the focus at this museum, which features exhibits depicting the art, history and culture of the Southwest.",0.0,,-106.6703963,35.1029697,,Albuquerque Museum,505 243 7255,13.0,4.5,341.0,210.0,USA,NY,6.19047619048,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54.0,121.0,40.0,7.0,54.0,4.41964285714,0.0901270408163,0.257857142857,0.8,0.0,0.154214795918,0.323571428571,0.9,0.0,0.00694796505084,0.2927238374,0.426406926407,0.141666666667,0.00395968492441,0.470968407014,0.586796536797,0.336,0.375,0.75
408,"1350 Central Ave, Los Alamos, NM 87544-3244","Approximately 60 interactive exhibits trace the history of the WWII Manhattan Project, highlight Los Alamos National Laboratory's current and historic research projects related to defense and technology, and focus on Laboratory research related to energy, environment, infrastructure, health and global security concerns. These exhibits together with extensive educational and community programs draw nearly 80,000 visitors a year. Admission is FREE and open to the public. We are open every day except Thanksgiving Day, Christmas Day and New Year's Day. Hours: Tuesday through Saturday: 10:00 AM to 5:00 PM Sunday & Monday: 1:00 PM to 5:00 PM",0.0,,-106.2983807,35.8816483,2-3 hours ,Bradbury Science Museum,+1 505-667-4444,2.0,4.5,517.0,18.0,USA,MS,11.1111111111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106.0,212.0,28.0,8.0,56.0,4.52788844622,0.119426847362,0.30261707989,1.0,-0.166666666667,0.111106737928,0.422933884298,1.0,0.0,0.0339562845645,0.282685950413,0.625,-0.0258333333333,0.0248705820529,0.571568280205,0.825,0.32,0.0347402597403,0.36461038961
409,"1 Otis Dr, Corner Franklin & Otis Across from BancorpSouth Arena, Tupelo, MS 38804-4015",,0.0,,-88.7033859,34.2576066,,Tupelo Automobile Museum,662-842-4242,1.0,4.5,338.0,23.0,USA,NY,4.34782608696,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,54.0,138.0,36.0,12.0,41.0,4.75987841945,0.134530767747,0.370138888889,0.9,0.0,0.132492283951,0.363888888889,1.0,0.0,0.0261135351513,0.35848120314,0.6,0.02,0.0242217185717,0.514863621227,0.75,0.181666666667,,
410,"6031 Hollywood Blvd, Los Angeles, CA 90028-5411",,0.0,,-118.3212746,34.1019466,,Museum of Death,323 466-8011,66.0,4.0,170.0,502.0,USA,WA,13.1474103586,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.0,40.0,20.0,3.0,44.0,4.14383561644,0.147617159763,0.250384615385,1.0,-0.5,0.129327366864,0.465192307692,1.0,0.0,0.0266442624978,0.193015722703,0.42,-0.101587301587,0.0058394984283,0.633083629334,0.7725,0.524230769231,,
411,"1060 Delta Blvd, Bldg. B, Dept. 914, Atlanta, GA 30354-1989",,0.0,,-84.4223185,33.6561957,,Delta Flight Museum,404-715-7886,32.0,4.5,175.0,268.0,USA,KS,11.9402985075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.0,38.0,20.0,17.0,24.0,4.25657894737,0.0585946745562,0.216025641026,0.65,0.0,0.113466469428,0.366025641026,1.0,0.0,0.0279390902444,0.337421536797,0.75,0.06875,0.0324895042809,0.567883297258,1.0,0.35,,
412,"2020 Remington Place, Oklahoma City, OK 73111-7107","Science Museum Oklahoma, the state's premier destination for family fun, houses over eight acres of hands-on science experiences and thousands of space, aviation and cultural artifacts. With brand new exhibits, the excitement of live entertainment shows and a newly-renovated Science Floor, Science Museum Oklahoma rocks. As the state's only physical science museum and a Smithsonian Affiliate, Science Museum Oklahoma reveals the wonder and relevance of science in our everyday lives.",0.0,,-97.4711308,35.5252008,,Science Museum Oklahoma,14056023760,5.0,4.5,573.0,118.0,USA,MI,4.23728813559,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,310.0,37.0,7.0,9.0,28.0,4.50886524823,0.111473579365,0.30330952381,1.0,-0.1,0.136816793651,0.476095238095,1.0,0.0,0.0245829375204,0.415628525515,0.590625,0.100892857143,0.0151256971696,0.557118326118,0.8,0.321428571429,0.0675324675325,0.428200371058
413,"1212 Smallman St, Pittsburgh, PA 15222-4208",,9.0,,-79.9921893,40.4465796,,Senator John Heinz History Center,412-454-6000,8.0,4.5,827.0,150.0,USA,FL,5.33333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,224.0,240.0,49.0,26.0,132.0,4.6332094176,0.057055785124,0.318181818182,0.7,0.0,0.0479338842975,0.254545454545,0.6,0.0,0.030970032245,0.215600649351,0.6,0.0,0.0291950846592,0.42237012987,0.675,0.0,,
414,"3075 Sanibel Captiva Rd, Sanibel Island, FL 33957-3111","An American Association of Museums (AAM) accredited non-profit natural science museum, The Bailey-Matthews National Shell Museum features more than 30 exhibits of mollusks from around the world devoted to shells. Exhibits include shells in art and history, shell habitats, rare specimens, World Record size shells, fossil shells, common Southwest Florida shells, and more. The learning lab features a hands-on play area for children, displays, games, and a tank with indigenous mollusks. A half-hour video, Mollusks in Action, is shown on the hour, and a children's video is shown continuously. The museum store offers a wide selection of shell books",0.0,,,,,The Bailey-Matthews National Shell Museum,+1 239-395-2233,5.0,4.5,1036.0,51.0,USA,FL,9.80392156863,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,365.0,336.0,30.0,2.0,80.0,4.43620178042,0.104372490777,0.298177083333,0.803125,-0.1,0.0817144097222,0.347916666667,0.8,0.0,0.025071156542,0.424750867519,0.766666666667,0.223484848485,0.0227521140498,0.595745665269,0.888888888889,0.318181818182,0.133333333333,0.366666666667
415,"10 Bluff View St, Chattanooga, TN 37403-1111","The Hunter offers amazing architecture, a stunning permanent collection and exciting temporary exhibitions, a museum store and caf by Dipped Fresh. The Hunter Museum focuses on American art from the Colonial period to the present day. The variety of the collection inside is reflected by the architecture of the museum's exterior. The museum is housed in an early twentieth century mansion, a modern 1970s era building and a sleek, contemporary structure of steel and glass. The museum's collection includes paintings, works on paper, sculpture, photography, mixed media, video, furniture and contemporary studio glass covering a diverse range of styles and periods. A few of the well-known artists whose work is represented in the Hunter include Thomas Cole, Fitz Henry Lane, Winslow Homer, Robert S. Duncanson, Mary Cassatt, Childe Hassam, Robert Henri, John Marin, Thomas Hart Benton, Helen Frankenthaler, Louise Nevelson, Jack Beal, George Segal, Duane Hanson, Robert Rauschenberg, Sam Gilliam, and Andy Warhol. The Hunter Museum is a 501 (C) 3 Non-Profit charitable institution.",0.0,,-85.3062055,35.0558558,,Hunter Museum of American Art,+1 423-267-0968,11.0,4.5,375.0,145.0,USA,VA,7.58620689655,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82.0,157.0,18.0,8.0,41.0,4.42741935484,0.14325443787,0.403846153846,1.0,-0.1,0.124082840237,0.501923076923,1.0,0.0,0.0267541515214,0.304531628124,0.65,0.0875,0.00885347787187,0.56995982709,0.708,0.354232804233,0.202380952381,0.377380952381
416,"213 N Talbot St, Navy Point, St. Michaels, MD 21663-2103","Experience how people live, work and play on the Chesapeake Bay - cruise on the Miles River,get your hands wet exploring a waterman's shanty, let our boat builders show you their magic, or climb to the top of an 1879 lighthouse. Come do the Bay, your way.",0.0,,-76.2233202,38.785393,1-2 hours ,Chesapeake Bay Maritime Museum,14107452916,1.0,4.5,645.0,16.0,USA,NY,6.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105.0,320.0,21.0,7.0,91.0,4.64263322884,0.0808485422406,0.350757575758,0.8,0.0,0.115325987144,0.398484848485,1.0,0.0,0.0294045468731,0.384944083694,0.7,0.09375,0.0144508306043,0.522234848485,0.734285714286,0.283333333333,0.259090909091,0.6
417,"2107 Central Ave NW, Albuquerque, NM 87104-1605","The Turquoise Museum and its collection of turquoise have been used as a source of information and pictures for over 22 years. Uncover the mystery of turquoise, delve into its rich history, learn about the different mines, specimens, and stories of colorful characters at The Turquoise Museum in Albuquerque, New Mexico.",0.0,,-106.6723898,35.095328,1-2 hours ,Turquoise Museum,+1 505 247 8650,26.0,4.5,152.0,210.0,USA,NC,12.380952381,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.0,68.0,19.0,3.0,22.0,4.47972972973,0.141173325509,0.149592074592,1.0,-0.7,0.0911203481833,0.317016317016,1.0,0.0,0.0416402994499,0.303144390332,0.633333333333,-0.0288888888889,0.0117783512628,0.641473665224,0.8,0.429365079365,0.202840909091,0.551136363636
418,"2145 NE 36th St, Oklahoma City, OK 73111-5396",,0.0,,-97.4737668,35.5079287,,45th Infantry Division Museum,405-424-5313,9.0,4.5,210.0,118.0,USA,IN,7.62711864407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64.0,50.0,17.0,9.0,20.0,4.68599033816,0.136188016529,0.502272727273,1.0,0.0,0.140578512397,0.468181818182,1.0,0.0,0.0228490193982,0.346347522848,0.65,0.1625,0.0203441530337,0.475670755171,0.7,0.283333333333,,
419,"120 Kellogg Blvd W, Saint Paul, MN 55102-1202","The Science Museum of Minnesota is well-known for its hands-on approach to science learning and entertainment. It features the popular Experiment Gallery, an Egyptian mummy, an authentic Mississippi River towboat, a convertible-dome Omnitheater and interactive exhibits for all ages!",0.0,,-93.0985779,44.9425708,,Science Museum of Minnesota,651 221 9444,3.0,4.5,726.0,151.0,USA,TX,1.98675496689,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,270.0,104.0,20.0,22.0,57.0,4.54815864023,0.0561588541667,0.28125,0.65,0.0,0.0746701388889,0.345833333333,0.75,0.0,0.0252621738417,0.364565869736,0.633333333333,0.07875,0.0123581231183,0.50320502169,0.687830687831,0.225,0.6125,0.825
