event_name,total_sales,month,url,location,year,date,ID
Property From the Collection of Mrs. J. Insley Blair,"32,291,320",Jan,http://www.christies.com/Property-From-the-Collection-20021.aspx,"New York, Rockefeller Plaza",2006,21,1618
"Important American Furniture, Folk Art, Silver and Prints including The Garbisch Collection from the Sky Club","6,393,000",Jan,http://www.christies.com/Important-American-Furniture-Folk-20020.aspx,"New York, Rockefeller Plaza",2006,20,1617
The Nic Costa Collection of Amusement Machines,"92,232",Jan,http://www.christies.com/The-Nic-Costa-20302.aspx,"London, South Kensington",2006,19,4107
Fine and Rare Wines,"440,330",Jan,http://www.christies.com/Fine-and-Rare-Wines-20154.aspx,"London, King Street",2006,19,7187
The Ski Sale,"466,296",Jan,http://www.christies.com/The-Ski-Sale-20382.aspx,"London, South Kensington",2006,18,4921
"European Furniture, Works of Arts, Tapestries and Carpets","986,844",Jan,http://www.christies.com/European-Furniture-Works-of-20478.aspx,"London, South Kensington",2006,17,4941
American Indian Art,"1,397,100",Jan,http://www.christies.com/American-Indian-Art-20019.aspx,"New York, Rockefeller Plaza",2006,12,1616
Important American Indian Art from A Private Western Collection,"1,813,920",Jan,http://www.christies.com/Important-American-Indian-Art-20159.aspx,"New York, Rockefeller Plaza",2006,12,1688
British and Continental Pictures,"291,444",Jan,http://www.christies.com/British-and-Continental-Pictures-20392.aspx,"London, South Kensington",2006,11,4029
A Dealer Is Selling Off,"723,300",Jan,http://www.christies.com/A-Dealer-Is-Selling-20377.aspx,Amsterdam,2006,10,2726
Furniture and Decorative Objects,"151,536",Jan,http://www.christies.com/Furniture-and-Decorative-Objects-20504.aspx,"London, South Kensington",2006,10,4940
The House Sale,"2,513,556",Jan,http://www.christies.com/The-House-Sale-20018.aspx,"New York, Rockefeller Plaza",2006,10,1615
Maritime,"3,361,680",Feb,http://www.christies.com/Maritime-20025.aspx,"New York, Rockefeller Plaza",2006,1,1622
Contemporary Jewels and Watches,"11,814,880",Jan,http://www.christies.com/Contemporary-Jewels-and-Watches-21265.aspx,Dubai,2007,31,7369
Maritime Art,"3,712,944",Jan,http://www.christies.com/Maritime-Art-20885.aspx,"New York, Rockefeller Plaza",2007,31,1798
Intrieurs,"693,714",Jan,http://www.christies.com/Intrieurs-21269.aspx,Paris,2007,30,5461
"Pictures,Watercolours and Drawings","1,010,352",Jan,http://www.christies.com/Pictures-Watercolours-and-Drawings-20729.aspx,Amsterdam,2007,30,2733
English and Continental Furniture,"1,187,160",Jan,http://www.christies.com/English-and-Continental-Furniture-20830.aspx,"London, King Street",2007,26,7386
Fine Engineering Models From The Georg Hirsch Collection,"237,624",Jan,http://www.christies.com/Fine-Engineering-Models-From-21013.aspx,"London, South Kensington",2007,25,5247
Old Master Drawings,"7,884,040",Jan,http://www.christies.com/Old-Master-Drawings-20884.aspx,"New York, Rockefeller Plaza",2007,25,1795
From the Collection of King George I of the Hellenes,"9,358,964",Jan,http://www.christies.com/From-the-Collection-of-20827.aspx,"London, King Street",2007,24,7381
Jewellery,"239,364",Jan,http://www.christies.com/Jewellery-21012.aspx,"London, South Kensington",2007,24,5208
The Hodroff Collection Chinese Export Porcelain From The Collection of Leo & Doris Hodroff,"1,568,460",Jan,http://www.christies.com/The-Hodroff-Collection-Chinese-20888.aspx,"New York, Rockefeller Plaza",2007,24,1794
"The Lyndon Goodwin Harris Collection of Watercolours by Albert Goodwin, Joseph Edward Southall & Other Artists","447,420",Jan,http://www.christies.com/The-Lyndon-Goodwin-Harris-21191.aspx,"London, South Kensington",2007,24,5105
Chinese Export Art,"1,955,220",Jan,http://www.christies.com/Chinese-Export-Art-20887.aspx,"New York, Rockefeller Plaza",2007,23,1793
"Property From Encombe, Dorset & La Chasse, Jersey","1,088,754",Jan,http://www.christies.com/Property-From-Encombe-Dorset-20953.aspx,"London, South Kensington",2007,23,5085
"The Ganz Collection of Magic Lanterns, Optical Toys & Pre-Cinema","273,600",Jan,http://www.christies.com/The-Ganz-Collection-of-21008.aspx,"London, South Kensington",2007,22,5142
Property From The Alvin E. Friedman-Kien Foundation,"2,238,960",Jan,http://www.christies.com/Property-From-The-Alvin-20892.aspx,"New York, Rockefeller Plaza",2007,19,1861
Early American Silver 1670-1820 Including The Darling Foundation Collection And Silver From The First Church In Salem,"1,719,880",Jan,http://www.christies.com/Early-American-Silver-1670-1820-21249.aspx,"New York, Rockefeller Plaza",2007,18,1839
"Important American Furniture, Folk Art, Silver, Prints and Decoys","19,963,560",Jan,http://www.christies.com/Important-American-Furniture-Folk-20867.aspx,"New York, Rockefeller Plaza",2007,18,1787
The Ski Sale,"558,516",Jan,http://www.christies.com/The-Ski-Sale-20903.aspx,"London, South Kensington",2007,18,5086
"European Furniture, Works of Art & Carpets","631,656",Jan,http://www.christies.com/European-Furniture-Works-of-21003.aspx,"London, South Kensington",2007,16,5171
"From Amsterdam to Zanzibar, Topographical Observations","1,044,000",Jan,http://www.christies.com/From-Amsterdam-to-Zanzibar--20728.aspx,Amsterdam,2007,16,2732
Ardmore Ceramic Art,"66,828",Jan,http://www.christies.com/Ardmore-Ceramic-Art-21137.aspx,"London, South Kensington",2007,14,5090
British and Continental Ceramics,"94,488",Jan,http://www.christies.com/British-and-Continental-Ceramics-21002.aspx,"London, South Kensington",2007,10,5147
"British, Continental & Russian Pictures","151,440",Jan,http://www.christies.com/British-Continental-and-Russian-21010.aspx,"London, South Kensington",2007,10,5103
The House Sale,"2,091,588",Jan,http://www.christies.com/The-House-Sale-20809.aspx,"New York, Rockefeller Plaza",2007,10,1786
Furniture & Decorative Objects,"157,428",Jan,http://www.christies.com/Furniture-and-Decorative-Objects-21001.aspx,"London, South Kensington",2007,9,5170
Silver & Plate,"64,956",Jan,http://www.christies.com/Silver-and-Plate-21009.aspx,"London, South Kensington",2007,9,5254
International Modern and Contemporary Art,"9,417,560",Feb,http://www.christies.com/International-Modern-and-Contemporary-21266.aspx,Dubai,2007,1,7370
Intrieurs,"588,207",Jan,http://www.christies.com/Intrieurs-21949.aspx,Paris,2008,30,5507
"Maritime Art Including Fine Paintings, Nautical Antiques, Scrimshaw And Ship Models","2,380,875",Jan,http://www.christies.com/Maritime-Art-Including-Fine-21574.aspx,"New York, Rockefeller Plaza",2008,30,1963
Furniture and Carpets Including Two Private Collections,"1,399,750",Jan,http://www.christies.com/Furniture-and-Carpets-Including-21482.aspx,"London, King Street",2008,24,7560
Nineteenth Century European Art,"877,762",Jan,http://www.christies.com/Nineteenth-Century-European-Art-21828.aspx,"London, South Kensington",2008,24,5403
Old Master And 19th Century Drawings,"4,085,150",Jan,http://www.christies.com/Old-Master-And-19th-21573.aspx,"New York, Rockefeller Plaza",2008,24,1961
19th Century European Art,"2,686,400",Jan,http://www.christies.com/19th-Century-European-Art-20937.aspx,"London, King Street",2008,23,7438
Chinese Export Art,"1,408,125",Jan,http://www.christies.com/Chinese-Export-Art-21571.aspx,"New York, Rockefeller Plaza",2008,23,1957
The Casimir Collection of Metalwork,"356,293",Jan,http://www.christies.com/The-Casimir-Collection-of-21705.aspx,"London, South Kensington",2008,23,5087
"The Hodroff Collection, Part II Chinese Export Porcelain From The Collection Of Leo & Doris Hodroff","1,695,937",Jan,http://www.christies.com/The-Hodroff-Collection-Part-21572.aspx,"New York, Rockefeller Plaza",2008,23,1958
Christie's Interiors,"374,437",Jan,http://www.christies.com/Christies-Interiors-21805.aspx,"London, South Kensington",2008,22,5345
Claret & White Bordeaux,"230,443",Jan,http://www.christies.com/Claret-and-White-Bordeaux-21763.aspx,"London, King Street",2008,21,7645
"The Sunday Sale - Property from the Collection of the Late J.S.Goddard, removed from Camp Hill, Baldwin Estate, Staffordshire","295,987",Jan,http://www.christies.com/The-Sunday-Sale--21827.aspx,"London, South Kensington",2008,20,5395
Property From The Collection OF George & Lesley Schoedinger,"1,306,925",Jan,http://www.christies.com/Property-From-The-Collection-21824.aspx,"New York, Rockefeller Plaza",2008,18,2109
"The Collection Of Marguerite And Arthur Riordan, Stonington, Connecticut","2,581,950",Jan,http://www.christies.com/The-Collection-Of-Marguerite-21777.aspx,"New York, Rockefeller Plaza",2008,18,2095
"Important American Furniture, Folk Art, Prints And Decoys","11,659,512",Jan,http://www.christies.com/Important-American-Furniture-Folk-21570.aspx,"New York, Rockefeller Plaza",2008,17,1959
Important American Silver,"2,599,575",Jan,http://www.christies.com/Important-American-Silver-21769.aspx,"New York, Rockefeller Plaza",2008,17,2091
Christie's Interiors,"351,250",Jan,http://www.christies.com/Christies-Interiors-21804.aspx,"London, South Kensington",2008,15,5344
Christie's Interiors,"2,213,662",Jan,http://www.christies.com/Christies-Interiors-21569.aspx,"New York, Rockefeller Plaza",2008,15,1956
Jewellery,"272,887",Jan,http://www.christies.com/Jewellery-21821.aspx,"London, South Kensington",2008,15,5375
Open House,"3,458,562",Jan,http://www.christies.com/Open-House-21732.aspx,"New York, Rockefeller Plaza",2008,14,2089
Christie's Interiors,"490,900",Jan,http://www.christies.com/Christies-Interiors-21809.aspx,"London, South Kensington",2008,8,5343
The Scholars Eye: Property from the Julius Held Collection Part II,"526,287",Jan,http://www.christies.com/The-Scholars-Eye-Property-22272.aspx,"New York, Rockefeller Plaza",2009,30,2249
Old Master and 19th Century Drawings,"2,218,712",Jan,http://www.christies.com/Old-Master-and-19th-22074.aspx,"New York, Rockefeller Plaza",2009,29,2134
Important Old Master Paintings and Sculpture,"14,189,500",Jan,http://www.christies.com/Important-Old-Master-Paintings-22082.aspx,"New York, Rockefeller Plaza",2009,28,2135
The Ski Sale,"599,787",Jan,http://www.christies.com/The-Ski-Sale-22438.aspx,"London, South Kensington",2009,28,5958
Christie's Interiors,"577,137",Jan,http://www.christies.com/Christies-Interiors-22340.aspx,"London, South Kensington",2009,27,5900
The Scholars Eye: Property from the Julius Held Collection Part I,"2,546,875",Jan,http://www.christies.com/The-Scholars-Eye-Property-22163.aspx,"New York, Rockefeller Plaza",2009,27,2237
American Furniture and Decorative Arts including English and Dutch Delft,"2,966,500",Jan,http://www.christies.com/American-Furniture-and-Decorative-22081.aspx,"New York, Rockefeller Plaza",2009,23,2133
Important American Silver,"996,100",Jan,http://www.christies.com/Important-American-Silver-22080.aspx,"New York, Rockefeller Plaza",2009,23,2132
19th Century European Art & Orientalist Art,"575,525",Jan,http://www.christies.com/19th-Century-European-Art-22372.aspx,"London, South Kensington",2009,22,5875
Important English Furniture and Clocks,"2,171,200",Jan,http://www.christies.com/Important-English-Furniture-and-22268.aspx,"London, King Street",2009,22,7700
Lord St. Helens and Sir William FitzHerbert The Collections of a Diplomat and a Courtier,"1,415,300",Jan,http://www.christies.com/Lord-St-Helens-and-22458.aspx,"London, King Street",2009,22,7806
19th Century European Art,"2,334,550",Jan,http://www.christies.com/19th-Century-European-Art-21546.aspx,"London, King Street",2009,21,7625
Chinese Export Porcelain,"1,445,062",Jan,http://www.christies.com/Chinese-Export-Porcelain-22078.aspx,"New York, Rockefeller Plaza",2009,21,2130
"The Hodroff Collection, Part III","897,587",Jan,http://www.christies.com/The-Hodroff-Collection-Part-22335.aspx,"New York, Rockefeller Plaza",2009,21,2261
Jewellery,"265,062",Jan,http://www.christies.com/Jewellery-22371.aspx,"London, South Kensington",2009,20,5888
The Roger Warner Collection - Part I,"2,023,975",Jan,http://www.christies.com/The-Roger-Warner-Collection-22267.aspx,"London, South Kensington",2009,20,5746
The Roger Warner Collection - Part II,"2,023,975",Jan,http://www.christies.com/The-Roger-Warner-Collection-22267.aspx,"London, South Kensington",2009,20,5746
Maritime Decorative Arts,"533,750",Jan,http://www.christies.com/Maritime-Decorative-Arts-22077.aspx,"New York, Rockefeller Plaza",2009,15,2129
Christie's Interiors,"1,629,700",Jan,http://www.christies.com/Christies-Interiors-22076.aspx,"New York, Rockefeller Plaza",2009,13,2128
Christie's Interiors,"438,337",Jan,http://www.christies.com/Christies-Interiors-22339.aspx,"London, South Kensington",2009,13,5899
Open House,"1,767,250",Jan,http://www.christies.com/Open-House-22075.aspx,"New York, Rockefeller Plaza",2009,12,2127
Christie's Interiors,"423,481",Jan,http://www.christies.com/Christies-Interiors-22337.aspx,"London, South Kensington",2009,6,5898
20C British Art,"1,825,105",Jan,http://www.christies.com/20C-British-Art-8797.aspx,"London, King Street",2009,1,6083
A Cabinet of Curiosities Selections from the Peter Tillou Collections,"1,332,000",Jan,http://www.christies.com/A-Cabinet-of-Curiosities-22818.aspx,"New York, Rockefeller Plaza",2010,28,2393
"Old Master & 19th Century Paintings, Drawings, & Watercolors","39,526,500",Jan,http://www.christies.com/Old-Master-and-19th-22517.aspx,"New York, Rockefeller Plaza",2010,27,2282
Christie's Interiors,"408,450",Jan,http://www.christies.com/Christies-Interiors-22831.aspx,"London, South Kensington",2010,26,5670
The Collection of Benjamin F. Edwards III,"7,179,837",Jan,http://www.christies.com/The-Collection-of-Benjamin-22751.aspx,"New York, Rockefeller Plaza",2010,26,2388
500 Years: Decorative Arts Europe,"1,030,725",Jan,http://www.christies.com/500-Years-Decorative-Arts-22709.aspx,"London, King Street",2010,21,7830
"Important American Furniture, Folk Art, Silver & Chinese Export","5,681,025",Jan,http://www.christies.com/Important-American-Furniture-Folk-22556.aspx,"New York, Rockefeller Plaza",2010,21,2287
The Ski Sale,"499,850",Jan,http://www.christies.com/The-Ski-Sale-22771.aspx,"London, South Kensington",2010,21,5985
The Country House Sale - Newton Hall,"876,787",Jan,http://www.christies.com/The-Country-House-Sale-22830.aspx,"London, South Kensington",2010,20,5984
Jewels at South Kensington,"241,100",Jan,http://www.christies.com/Jewels-at-South-Kensington-22829.aspx,"London, South Kensington",2010,19,5639
Christie's Interiors,"297,243",Jan,http://www.christies.com/Christies-Interiors-22828.aspx,"London, South Kensington",2010,12,5659
Christie's Interiors,"2,004,531",Jan,http://www.christies.com/Christies-Interiors-22553.aspx,"New York, Rockefeller Plaza",2010,12,2286
Christie's Interiors,"246,125",Jan,http://www.christies.com/Christies-Interiors-22827.aspx,"London, South Kensington",2010,5,5658
Collection Jean Claude Abreu,"948,800",Jan,http://www.christies.com/Collection-Jean-Claude-Abreu-23411.aspx,Paris,2011,27,1064
COLLECTION MONSIEUR JEAN CLAUDE ABREU,"4,463,707",Jan,http://www.christies.com/COLLECTION-MONSIEUR-JEAN-CLAUDE-23372.aspx,Paris,2011,27,1034
"Old Master & 19th Century Paintings, Drawings & Watercolors Part I","28,138,250",Jan,http://www.christies.com/Old-Master-and-19th-23024.aspx,"New York, Rockefeller Plaza",2011,26,2415
"Old Master & 19th Century Paintings, Drawings & Watercolors Part II","8,533,375",Jan,http://www.christies.com/Old-Master-and-19th-23358.aspx,"New York, Rockefeller Plaza",2011,26,2511
The Gothick Pavilion - A Private Collection from Belgravia,"2,693,400",Jan,http://www.christies.com/The-Gothick-Pavilion--23304.aspx,"London, King Street",2011,26,8011
The Ski Sale,"495,550",Jan,http://www.christies.com/The-Ski-Sale-23197.aspx,"London, South Kensington",2011,26,5046
Chinese Export Art,"2,313,437",Jan,http://www.christies.com/Chinese-Export-Art-22959.aspx,"New York, Rockefeller Plaza",2011,25,2404
Christie's Interiors,"910,200",Jan,http://www.christies.com/Christies-Interiors-23332.aspx,"London, South Kensington",2011,25,5045
Syd Levethan: The Longridge Collection,"3,124,625",Jan,http://www.christies.com/Syd-Levethan-The-Longridge-23345.aspx,"New York, Rockefeller Plaza",2011,24,2515
The Sunday Sale: The Collection of the Late Mr Peter Michallat,"205,312",Jan,http://www.christies.com/The-Sunday-Sale-The-23196.aspx,"London, South Kensington",2011,23,5044
"Important American Furniture, Folk Art, English Pottery, Rugs & Prints","12,766,625",Jan,http://www.christies.com/Important-American-Furniture-Folk-23023.aspx,"New York, Rockefeller Plaza",2011,21,2414
Important American Silver Including Magnificent Tiffany,"2,705,500",Jan,http://www.christies.com/Important-American-Silver-Including-23022.aspx,"New York, Rockefeller Plaza",2011,20,2413
Jewels,"425,250",Jan,http://www.christies.com/Jewels-23195.aspx,"London, South Kensington",2011,19,5043
Native American Art,"1,116,187",Jan,http://www.christies.com/Native-American-Art-23301.aspx,"New York, Rockefeller Plaza",2011,18,2502
Christie's Interiors,"450,275",Jan,http://www.christies.com/Christies-Interiors-23193.aspx,"London, South Kensington",2011,11,5041
Christie's Interiors,"3,427,412",Jan,http://www.christies.com/Christies-Interiors-23021.aspx,"New York, Rockefeller Plaza",2011,11,2412
Christie's Interiors - Style & Spirit,"1,504,387",Feb,http://www.christies.com/Christies-Interiors--Style-23198.aspx,"London, South Kensington",2011,1,5047
Old Master & Early British Drawings & Watercolors,"3,058,875",Jan,http://www.christies.com/Old-Master-and-Early-23496.aspx,"New York, Rockefeller Plaza",2012,26,2535
Old Master Paintings Part II,"4,400,750",Jan,http://www.christies.com/Old-Master-Paintings-Part-23808.aspx,"New York, Rockefeller Plaza",2012,26,2657
Finest and Rarest Wines of France,"1,180,657",Jan,http://www.christies.com/Finest-and-Rarest-Wines-23741.aspx,"New York, Rockefeller Plaza",2012,25,2639
